,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.904,0.8294,0.6842,0.6463
i0_c1,0.8816,0.8168,0.6532,0.627
i0_g,0.7303,0.7034,,
i1_c0,0.9144,0.8296,0.7012,0.6681
i1_c1,0.899,0.8262,0.6686,0.6465
i1_g,0.7449,0.7297,,
i2_c0,0.9176,0.8325,0.744,0.7001
i2_c1,0.907,0.8363,0.7214,0.6994
i2_g,0.7723,0.7523,,
i3_c0,0.9126,0.83,0.7478,0.7109
i3_c1,0.9072,0.8383,0.7258,0.7002
i3_g,0.7847,0.7648,,
i4_c0,0.9186,0.8342,0.7398,0.7168
i4_c1,0.913,0.8366,0.7342,0.707
i4_g,0.7837,0.7676,,
i5_c0,0.9214,0.829,0.7472,0.7184
i5_c1,0.9106,0.8357,0.7248,0.696
i5_g,0.7799,0.7661,,
i6_c0,0.9208,0.8385,0.7584,0.717
i6_c1,0.9168,0.8383,0.7332,0.7155
i6_g,0.7928,0.7672,,
i7_c0,0.9252,0.8374,0.765,0.7202
i7_c1,0.9176,0.8412,0.7328,0.6931
i7_g,0.7935,0.7682,,
i8_c0,0.919,0.835,0.7646,0.7279
i8_c1,0.9172,0.8403,0.7458,0.725
i8_g,0.8014,0.7823,,
i9_c0,0.9212,0.8367,0.7618,0.7135
i9_c1,0.9168,0.8316,0.753,0.7147
i9_g,0.8015,0.7668,,
