,train_acc,test_acc
i0_c0,0.5968,0.4934
i0_c1,0.5824,0.4767
i0_c2,0.5944,0.4818
i0_c3,0.5908,0.5032
i0_g,0.5522,0.5174
i1_c0,0.636,0.533
i1_c1,0.6248,0.5166
i1_c2,0.6364,0.5227
i1_c3,0.6352,0.5424
i1_g,0.5957,0.5505
i2_c0,0.6616,0.5608
i2_c1,0.65,0.5446
i2_c2,0.664,0.548
i2_c3,0.6648,0.5727
i2_g,0.6254,0.5787
i3_c0,0.6832,0.5784
i3_c1,0.6724,0.5641
i3_c2,0.6836,0.5676
i3_c3,0.6828,0.5921
i3_g,0.6467,0.6
i4_c0,0.6968,0.5995
i4_c1,0.6856,0.5821
i4_c2,0.7056,0.5894
i4_c3,0.7024,0.6049
i4_g,0.6622,0.6171
i5_c0,0.7152,0.6148
i5_c1,0.6976,0.6
i5_c2,0.7112,0.6018
i5_c3,0.7148,0.6177
i5_g,0.6777,0.6323
i6_c0,0.7288,0.6285
i6_c1,0.7108,0.6174
i6_c2,0.7228,0.6151
i6_c3,0.7188,0.6312
i6_g,0.6905,0.6477
i7_c0,0.7332,0.6378
i7_c1,0.7212,0.6255
i7_c2,0.734,0.6273
i7_c3,0.7276,0.6451
i7_g,0.7027,0.6581
i8_c0,0.7488,0.6515
i8_c1,0.7348,0.6358
i8_c2,0.7348,0.6304
i8_c3,0.7376,0.657
i8_g,0.7092,0.6647
i9_c0,0.7632,0.6602
i9_c1,0.7388,0.6481
i9_c2,0.7472,0.6454
i9_c3,0.7424,0.6635
i9_g,0.7184,0.6754
