,train_acc,test_acc
i0_c0,0.6432,0.5959
i0_c1,0.651,0.613
i0_g,0.7001,0.6808
i1_c0,0.6994,0.6359
i1_c1,0.6868,0.6367
i1_g,0.7377,0.7067
i2_c0,0.7006,0.6473
i2_c1,0.6876,0.6478
i2_g,0.7411,0.7129
i3_c0,0.7294,0.6915
i3_c1,0.7104,0.6706
i3_g,0.7673,0.747
i4_c0,0.7176,0.669
i4_c1,0.7228,0.6751
i4_g,0.7705,0.7365
i5_c0,0.7308,0.6806
i5_c1,0.7426,0.6913
i5_g,0.7741,0.7429
i6_c0,0.73,0.6827
i6_c1,0.743,0.7064
i6_g,0.7784,0.751
i7_c0,0.7528,0.6991
i7_c1,0.7514,0.7098
i7_g,0.7835,0.7647
i8_c0,0.7646,0.7186
i8_c1,0.7514,0.7095
i8_g,0.7915,0.7672
i9_c0,0.7524,0.7008
i9_c1,0.7556,0.701
i9_g,0.788,0.757
