,0,1
i0_c0,0.1124,0.0789
i0_c1,0.1042,0.0709
i0_g,0.1413,0.1126
i1_c0,0.1032,0.0698
i1_c1,0.112,0.0661
i1_g,0.1381,0.1048
i2_c0,0.1122,0.068
i2_c1,0.1,0.0629
i2_g,0.1376,0.1067
i3_c0,0.1152,0.0744
i3_c1,0.1024,0.072
i3_g,0.144,0.1171
i4_c0,0.1196,0.0759
i4_c1,0.1148,0.0765
i4_g,0.1425,0.1107
