,train_acc,test_acc
i0_c0,0.9758,0.5309
i0_c1,0.9754,0.5319
i0_g,0.7916,0.5649
i1_c0,0.9842,0.5434
i1_c1,0.9854,0.5451
i1_g,0.856,0.5726
i2_c0,0.9886,0.5452
i2_c1,0.9884,0.5484
i2_g,0.8802,0.5758
i3_c0,0.9866,0.5476
i3_c1,0.991,0.5495
i3_g,0.884,0.5746
i4_c0,0.9888,0.548
i4_c1,0.9888,0.5513
i4_g,0.8873,0.5745
