,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9066,0.8255,0.249,0.2355
i0_c1,0.8992,0.8269,0.2938,0.307
i0_g,0.3151,0.3177,,
i1_c0,0.9162,0.8272,0.357,0.3456
i1_c1,0.9088,0.832,0.3004,0.2919
i1_g,0.3749,0.3702,,
i2_c0,0.9246,0.8314,0.3492,0.3482
i2_c1,0.9086,0.8319,0.3588,0.3602
i2_g,0.4026,0.3969,,
i3_c0,0.9212,0.8296,0.3534,0.3368
i3_c1,0.9208,0.8351,0.3552,0.3448
i3_g,0.3882,0.3878,,
i4_c0,0.9266,0.8321,0.3766,0.3653
i4_c1,0.9208,0.8329,0.335,0.3218
i4_g,0.3953,0.3973,,
i5_c0,0.9248,0.8312,0.3514,0.3472
i5_c1,0.9218,0.8377,0.3574,0.3697
i5_g,0.4216,0.4241,,
i6_c0,0.926,0.8319,0.393,0.3865
i6_c1,0.916,0.8355,0.3556,0.3473
i6_g,0.4213,0.4214,,
i7_c0,0.9284,0.8352,0.3964,0.3922
i7_c1,0.9214,0.8347,0.3498,0.3601
i7_g,0.4316,0.4294,,
i8_c0,0.9232,0.8328,0.3956,0.3673
i8_c1,0.918,0.8371,0.3702,0.3629
i8_g,0.4339,0.415,,
i9_c0,0.9226,0.8325,0.3846,0.3871
i9_c1,0.9174,0.8361,0.3864,0.3918
i9_g,0.4416,0.4503,,
