,train_acc,test_acc
i0_c0,0.8036,0.6658
i0_c1,0.7864,0.6553
i0_c2,0.7836,0.6506
i0_c3,0.7896,0.6699
i0_g,0.7412,0.7056
i1_c0,0.8528,0.7145
i1_c1,0.8404,0.7099
i1_c2,0.8268,0.6997
i1_c3,0.8296,0.7221
i1_g,0.7953,0.7619
i2_c0,0.872,0.7333
i2_c1,0.856,0.7357
i2_c2,0.8644,0.7333
i2_c3,0.8432,0.7363
i2_g,0.8205,0.7771
i3_c0,0.8836,0.7564
i3_c1,0.8696,0.7393
i3_c2,0.8728,0.7487
i3_c3,0.8668,0.7623
i3_g,0.8317,0.7956
i4_c0,0.8892,0.7633
i4_c1,0.8836,0.7589
i4_c2,0.8892,0.7577
i4_c3,0.874,0.7677
i4_g,0.8479,0.8091
i5_c0,0.9032,0.7682
i5_c1,0.8836,0.762
i5_c2,0.8836,0.7658
i5_c3,0.8808,0.7782
i5_g,0.8497,0.8108
i6_c0,0.9008,0.776
i6_c1,0.89,0.7758
i6_c2,0.8952,0.7747
i6_c3,0.886,0.7837
i6_g,0.8557,0.8202
i7_c0,0.9136,0.7795
i7_c1,0.8964,0.7748
i7_c2,0.8968,0.7773
i7_c3,0.89,0.7871
i7_g,0.8635,0.8177
i8_c0,0.912,0.7872
i8_c1,0.9036,0.7806
i8_c2,0.8932,0.7814
i8_c3,0.8968,0.7904
i8_g,0.8655,0.8263
i9_c0,0.918,0.7896
i9_c1,0.9044,0.7788
i9_c2,0.9032,0.7861
i9_c3,0.9024,0.7905
i9_g,0.8674,0.8256
