,train_acc,test_acc
i0_c0,0.7664,0.6287
i0_c1,0.7552,0.6309
i0_c2,0.7588,0.6198
i0_c3,0.752,0.6458
i0_g,0.723,0.6789
i1_c0,0.8268,0.6901
i1_c1,0.8016,0.6795
i1_c2,0.8168,0.6802
i1_c3,0.7984,0.6979
i1_g,0.7732,0.7354
i2_c0,0.8564,0.7192
i2_c1,0.8368,0.7143
i2_c2,0.8404,0.7095
i2_c3,0.8308,0.7305
i2_g,0.8012,0.7623
i3_c0,0.8716,0.7399
i3_c1,0.8568,0.7333
i3_c2,0.8528,0.7369
i3_c3,0.8508,0.7471
i3_g,0.8228,0.78
i4_c0,0.88,0.7524
i4_c1,0.87,0.748
i4_c2,0.8724,0.7508
i4_c3,0.8532,0.7599
i4_g,0.8337,0.7915
i5_c0,0.8896,0.7654
i5_c1,0.8752,0.7559
i5_c2,0.8784,0.7556
i5_c3,0.8644,0.7639
i5_g,0.8418,0.8017
i6_c0,0.8948,0.7653
i6_c1,0.8832,0.7613
i6_c2,0.8832,0.7661
i6_c3,0.872,0.7774
i6_g,0.8473,0.8043
i7_c0,0.8996,0.7745
i7_c1,0.8884,0.7704
i7_c2,0.8848,0.7717
i7_c3,0.8788,0.7803
i7_g,0.855,0.8118
i8_c0,0.9016,0.7807
i8_c1,0.8912,0.7712
i8_c2,0.8872,0.7776
i8_c3,0.8864,0.7817
i8_g,0.858,0.8159
i9_c0,0.9048,0.7847
i9_c1,0.896,0.7775
i9_c2,0.8992,0.7858
i9_c3,0.8868,0.7859
i9_g,0.8607,0.8189
