,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8724,0.8034,0.5932,0.5629
i0_c1,0.8518,0.7973,0.5786,0.5478
i0_g,0.6571,0.6222,,
i1_c0,0.8918,0.8126,0.6184,0.5936
i1_c1,0.8784,0.8146,0.5892,0.578
i1_g,0.6671,0.6579,,
i2_c0,0.896,0.8213,0.6794,0.6446
i2_c1,0.8898,0.8214,0.6556,0.6367
i2_g,0.718,0.6971,,
i3_c0,0.9054,0.8324,0.6738,0.6531
i3_c1,0.8936,0.8299,0.656,0.6422
i3_g,0.7291,0.7146,,
i4_c0,0.9058,0.8247,0.6808,0.6682
i4_c1,0.8974,0.8302,0.681,0.6645
i4_g,0.7406,0.7285,,
i5_c0,0.9042,0.8331,0.6884,0.6723
i5_c1,0.8958,0.8308,0.6692,0.637
i5_g,0.731,0.723,,
i6_c0,0.9062,0.8251,0.698,0.6624
i6_c1,0.904,0.8357,0.682,0.668
i6_g,0.7419,0.7247,,
i7_c0,0.9146,0.8282,0.7098,0.6684
i7_c1,0.9038,0.8333,0.6772,0.6406
i7_g,0.7465,0.7243,,
i8_c0,0.908,0.8341,0.724,0.687
i8_c1,0.9034,0.8364,0.6816,0.677
i8_g,0.7611,0.7473,,
i9_c0,0.9092,0.8317,0.7074,0.67
i9_c1,0.9044,0.8386,0.7114,0.6851
i9_g,0.769,0.7392,,
