,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9236,0.7898,0.9136,0.7787
i0_c1,0.9116,0.7843,0.898,0.7737
i0_c2,0.906,0.787,0.8868,0.7755
i0_c3,0.8992,0.7846,0.8876,0.7765
i0_g,0.868,0.83,,
i1_c0,0.9208,0.7911,0.9092,0.7874
i1_c1,0.9168,0.7825,0.9036,0.7732
i1_c2,0.8964,0.776,0.8904,0.7755
i1_c3,0.9124,0.7875,0.894,0.7816
i1_g,0.8735,0.8386,,
i2_c0,0.9228,0.7902,0.9092,0.7831
i2_c1,0.9184,0.7866,0.9,0.7749
i2_c2,0.9084,0.7862,0.9,0.7737
i2_c3,0.9056,0.7875,0.8984,0.7784
i2_g,0.8735,0.839,,
i3_c0,0.9216,0.7868,0.9164,0.7817
i3_c1,0.9124,0.7889,0.9056,0.7836
i3_c2,0.9072,0.787,0.896,0.7807
i3_c3,0.9128,0.7864,0.9048,0.7817
i3_g,0.8744,0.8438,,
i4_c0,0.918,0.783,0.9108,0.7732
i4_c1,0.918,0.7808,0.906,0.7776
i4_c2,0.9064,0.7844,0.9,0.7762
i4_c3,0.9076,0.7881,0.894,0.7813
i4_g,0.8777,0.8399,,
