,train_acc,test_acc
i0_c0,0.712,0.5805
i0_c1,0.7036,0.5737
i0_c2,0.7112,0.5749
i0_c3,0.7068,0.5902
i0_g,0.6664,0.626
i1_c0,0.774,0.6399
i1_c1,0.7536,0.6356
i1_c2,0.7656,0.631
i1_c3,0.7624,0.6538
i1_g,0.7279,0.6853
i2_c0,0.8036,0.6742
i2_c1,0.7884,0.663
i2_c2,0.8012,0.6671
i2_c3,0.7832,0.6823
i2_g,0.7625,0.7182
i3_c0,0.8264,0.7014
i3_c1,0.8092,0.6897
i3_c2,0.8192,0.6936
i3_c3,0.8028,0.7088
i3_g,0.7805,0.7413
i4_c0,0.8396,0.7165
i4_c1,0.834,0.7081
i4_c2,0.8356,0.7144
i4_c3,0.824,0.7293
i4_g,0.7967,0.7553
i5_c0,0.8576,0.7343
i5_c1,0.8384,0.7266
i5_c2,0.8432,0.7337
i5_c3,0.8272,0.7406
i5_g,0.8103,0.7715
i6_c0,0.8636,0.7444
i6_c1,0.8536,0.7349
i6_c2,0.8516,0.7388
i6_c3,0.8436,0.7483
i6_g,0.8222,0.7769
i7_c0,0.8712,0.7496
i7_c1,0.8532,0.7432
i7_c2,0.8608,0.7486
i7_c3,0.8544,0.7606
i7_g,0.8316,0.786
i8_c0,0.878,0.7565
i8_c1,0.866,0.751
i8_c2,0.8632,0.7553
i8_c3,0.8528,0.7667
i8_g,0.8357,0.7944
i9_c0,0.884,0.7637
i9_c1,0.8668,0.7579
i9_c2,0.8704,0.7593
i9_c3,0.86,0.7683
i9_g,0.8406,0.797
