,train_acc,test_acc
i0_c0,0.7372,0.6081
i0_c1,0.7272,0.6012
i0_c2,0.7376,0.5962
i0_c3,0.7336,0.622
i0_g,0.6931,0.6508
i1_c0,0.8008,0.6658
i1_c1,0.7892,0.6526
i1_c2,0.7824,0.6536
i1_c3,0.7792,0.6768
i1_g,0.7475,0.7044
i2_c0,0.8232,0.6945
i2_c1,0.814,0.6857
i2_c2,0.8212,0.6918
i2_c3,0.8096,0.7053
i2_g,0.7797,0.74
i3_c0,0.8536,0.7219
i3_c1,0.8384,0.7125
i3_c2,0.8364,0.7153
i3_c3,0.826,0.7267
i3_g,0.8011,0.7649
i4_c0,0.8636,0.733
i4_c1,0.844,0.7267
i4_c2,0.848,0.7315
i4_c3,0.8368,0.7404
i4_g,0.8151,0.7753
i5_c0,0.8784,0.7473
i5_c1,0.8596,0.7407
i5_c2,0.8624,0.7463
i5_c3,0.846,0.7553
i5_g,0.826,0.783
i6_c0,0.8824,0.7572
i6_c1,0.87,0.7513
i6_c2,0.8704,0.756
i6_c3,0.8576,0.7621
i6_g,0.837,0.7914
i7_c0,0.8868,0.7695
i7_c1,0.8764,0.7542
i7_c2,0.8776,0.7582
i7_c3,0.864,0.7694
i7_g,0.8419,0.8003
i8_c0,0.8988,0.7741
i8_c1,0.8844,0.7669
i8_c2,0.8784,0.7718
i8_c3,0.8704,0.78
i8_g,0.8487,0.8092
i9_c0,0.896,0.779
i9_c1,0.8868,0.7716
i9_c2,0.8852,0.7723
i9_c3,0.8756,0.7848
i9_g,0.8535,0.8127
