,train_acc,test_acc
i0_c0,0.7756,0.6585
i0_c1,0.7568,0.6365
i0_c2,0.7428,0.6423
i0_c3,0.7508,0.6449
i0_g,0.7561,0.7281
i1_c0,0.804,0.6854
i1_c1,0.7892,0.6855
i1_c2,0.7944,0.6839
i1_c3,0.7972,0.7037
i1_g,0.7914,0.756
i2_c0,0.8336,0.6993
i2_c1,0.8216,0.711
i2_c2,0.8228,0.6999
i2_c3,0.8112,0.7113
i2_g,0.8168,0.7821
i3_c0,0.836,0.7139
i3_c1,0.8252,0.7151
i3_c2,0.8216,0.7115
i3_c3,0.83,0.719
i3_g,0.8235,0.7872
i4_c0,0.8504,0.7327
i4_c1,0.8412,0.7243
i4_c2,0.8352,0.7245
i4_c3,0.8324,0.7292
i4_g,0.8344,0.7937
i5_c0,0.8612,0.7269
i5_c1,0.846,0.7299
i5_c2,0.8424,0.7411
i5_c3,0.844,0.7404
i5_g,0.8393,0.8007
i6_c0,0.8668,0.7482
i6_c1,0.848,0.7398
i6_c2,0.8496,0.7385
i6_c3,0.8448,0.7437
i6_g,0.8443,0.809
i7_c0,0.856,0.7444
i7_c1,0.854,0.7324
i7_c2,0.8536,0.7486
i7_c3,0.8404,0.741
i7_g,0.844,0.8113
i8_c0,0.866,0.759
i8_c1,0.8592,0.741
i8_c2,0.8524,0.7549
i8_c3,0.852,0.748
i8_g,0.857,0.8195
i9_c0,0.8652,0.7535
i9_c1,0.8576,0.7533
i9_c2,0.8728,0.7527
i9_c3,0.8648,0.756
i9_g,0.855,0.8224
