,train_acc,test_acc
i0_c0,0.8048,0.6616
i0_c1,0.7916,0.6573
i0_c2,0.7904,0.6554
i0_c3,0.7864,0.6724
i0_g,0.7483,0.7076
i1_c0,0.8556,0.7188
i1_c1,0.8412,0.7107
i1_c2,0.8432,0.7103
i1_c3,0.8356,0.7281
i1_g,0.8003,0.763
i2_c0,0.8772,0.7443
i2_c1,0.87,0.7422
i2_c2,0.8684,0.7437
i2_c3,0.8616,0.7529
i2_g,0.8302,0.7862
i3_c0,0.8948,0.7604
i3_c1,0.8812,0.7555
i3_c2,0.8804,0.763
i3_c3,0.8768,0.7706
i3_g,0.8442,0.8044
i4_c0,0.9056,0.7749
i4_c1,0.892,0.7668
i4_c2,0.888,0.7745
i4_c3,0.8812,0.7811
i4_g,0.8553,0.8136
i5_c0,0.9124,0.7811
i5_c1,0.8988,0.7713
i5_c2,0.8956,0.7842
i5_c3,0.8892,0.7868
i5_g,0.8603,0.819
i6_c0,0.92,0.788
i6_c1,0.9048,0.7845
i6_c2,0.8996,0.788
i6_c3,0.8936,0.7932
i6_g,0.8676,0.8276
i7_c0,0.9244,0.795
i7_c1,0.908,0.7863
i7_c2,0.9072,0.7951
i7_c3,0.9028,0.7968
i7_g,0.8696,0.8292
i8_c0,0.9236,0.7997
i8_c1,0.9056,0.7925
i8_c2,0.9108,0.7917
i8_c3,0.9064,0.799
i8_g,0.8719,0.8341
i9_c0,0.9292,0.7986
i9_c1,0.916,0.7927
i9_c2,0.9108,0.8001
i9_c3,0.9096,0.802
i9_g,0.8756,0.8361
