,train_acc,test_acc
i0_c0,0.8258,0.7641
i0_c1,0.8166,0.7523
i0_g,0.8283,0.7962
i1_c0,0.845,0.7689
i1_c1,0.8416,0.7703
i1_g,0.8494,0.8047
i2_c0,0.851,0.788
i2_c1,0.859,0.7858
i2_g,0.8548,0.8205
i3_c0,0.8594,0.7941
i3_c1,0.8612,0.7992
i3_g,0.8597,0.8294
i4_c0,0.8696,0.8019
i4_c1,0.8616,0.7996
i4_g,0.8669,0.8328
i5_c0,0.8722,0.8001
i5_c1,0.8598,0.7974
i5_g,0.8603,0.8263
i6_c0,0.876,0.8051
i6_c1,0.8662,0.799
i6_g,0.8657,0.8286
i7_c0,0.8742,0.8044
i7_c1,0.8756,0.8048
i7_g,0.8722,0.8321
i8_c0,0.8782,0.8039
i8_c1,0.8688,0.8003
i8_g,0.872,0.8294
i9_c0,0.8774,0.8019
i9_c1,0.8742,0.8194
i9_g,0.871,0.8358
