,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,1.0,0.1987,0.00641025641025641,0.0129
i0_c1,1.0,0.1817,0.003205128205128205,0.008
i0_c2,1.0,0.1677,0.00641025641025641,0.0119
i0_c3,1.0,0.1845,0.01282051282051282,0.0108
i0_c4,1.0,0.1877,0.01282051282051282,0.0081
i0_c5,1.0,0.1756,0.00641025641025641,0.011
i0_c6,1.0,0.184,0.009615384615384616,0.0112
i0_c7,1.0,0.181,0.009615384615384616,0.0094
i0_c8,1.0,0.1808,0.019230769230769232,0.0128
i0_c9,1.0,0.1811,0.00641025641025641,0.013
i0_c10,1.0,0.1926,0.016025641025641024,0.0085
i0_c11,1.0,0.1766,0.003205128205128205,0.0096
i0_c12,1.0,0.1802,0.01282051282051282,0.0056
i0_c13,1.0,0.183,0.01282051282051282,0.0108
i0_c14,1.0,0.1857,0.003205128205128205,0.0072
i0_c15,1.0,0.1913,0.016025641025641024,0.0085
i0_c16,1.0,0.1893,0.009615384615384616,0.0083
i0_c17,1.0,0.1973,0.022435897435897436,0.0091
i0_c18,1.0,0.1876,0.00641025641025641,0.011
i0_c19,1.0,0.1916,0.0,0.0088
i0_c20,1.0,0.1844,0.00641025641025641,0.0087
i0_c21,1.0,0.172,0.003205128205128205,0.0095
i0_c22,1.0,0.1886,0.003205128205128205,0.0085
i0_c23,1.0,0.1896,0.016025641025641024,0.0076
i0_c24,1.0,0.1745,0.00641025641025641,0.0105
i0_c25,1.0,0.1835,0.009615384615384616,0.0093
i0_c26,1.0,0.1836,0.009615384615384616,0.0071
i0_c27,1.0,0.1855,0.016025641025641024,0.0099
i0_c28,1.0,0.1786,0.019230769230769232,0.0117
i0_c29,1.0,0.1796,0.01282051282051282,0.0089
i0_c30,1.0,0.2004,0.00641025641025641,0.0072
i0_c31,1.0,0.1892,0.00641025641025641,0.0055
i0_g,0.0203,0.0211,,
i1_c0,0.016025641025641024,0.0152,0.01282051282051282,0.0069
i1_c1,0.05128205128205128,0.0168,0.00641025641025641,0.0064
i1_c2,0.028846153846153848,0.0165,0.00641025641025641,0.0084
i1_c3,0.019230769230769232,0.0171,0.019230769230769232,0.0111
i1_c4,0.022435897435897436,0.0175,0.009615384615384616,0.0066
i1_c5,0.02564102564102564,0.0163,0.00641025641025641,0.0088
i1_c6,0.02564102564102564,0.0152,0.003205128205128205,0.0077
i1_c7,0.016025641025641024,0.0161,0.003205128205128205,0.0069
i1_c8,0.022435897435897436,0.0167,0.0,0.0092
i1_c9,0.03205128205128205,0.0165,0.022435897435897436,0.0153
i1_c10,0.01282051282051282,0.0173,0.003205128205128205,0.0059
i1_c11,0.019230769230769232,0.0161,0.028846153846153848,0.0133
i1_c12,0.01282051282051282,0.0166,0.022435897435897436,0.0137
i1_c13,0.022435897435897436,0.0159,0.009615384615384616,0.0125
i1_c14,0.00641025641025641,0.0167,0.016025641025641024,0.0115
i1_c15,0.016025641025641024,0.017,0.009615384615384616,0.0117
i1_c16,0.022435897435897436,0.0159,0.01282051282051282,0.0077
i1_c17,0.019230769230769232,0.0181,0.003205128205128205,0.0082
i1_c18,0.03205128205128205,0.0176,0.01282051282051282,0.012
i1_c19,0.01282051282051282,0.0176,0.009615384615384616,0.0123
i1_c20,0.016025641025641024,0.0169,0.016025641025641024,0.0087
i1_c21,0.03205128205128205,0.0152,0.003205128205128205,0.011
i1_c22,0.03205128205128205,0.0164,0.01282051282051282,0.0102
i1_c23,0.019230769230769232,0.0177,0.016025641025641024,0.0129
i1_c24,0.03205128205128205,0.0165,0.00641025641025641,0.0144
i1_c25,0.022435897435897436,0.0155,0.00641025641025641,0.0102
i1_c26,0.009615384615384616,0.0166,0.009615384615384616,0.0086
i1_c27,0.019230769230769232,0.0163,0.0,0.0075
i1_c28,0.01282051282051282,0.017,0.0,0.01
i1_c29,0.02564102564102564,0.0169,0.003205128205128205,0.0079
i1_c30,0.019230769230769232,0.0164,0.01282051282051282,0.0132
i1_c31,0.016025641025641024,0.0153,0.00641025641025641,0.0101
i1_g,0.0092,0.009,,
i2_c0,0.016025641025641024,0.0126,0.003205128205128205,0.0096
i2_c1,0.009615384615384616,0.0135,0.00641025641025641,0.013
i2_c2,0.022435897435897436,0.0132,0.009615384615384616,0.0091
i2_c3,0.019230769230769232,0.0134,0.009615384615384616,0.0112
i2_c4,0.016025641025641024,0.014,0.009615384615384616,0.0184
i2_c5,0.016025641025641024,0.0125,0.003205128205128205,0.0102
i2_c6,0.01282051282051282,0.0131,0.01282051282051282,0.0098
i2_c7,0.02564102564102564,0.0138,0.009615384615384616,0.0061
i2_c8,0.02564102564102564,0.0145,0.02564102564102564,0.0137
i2_c9,0.009615384615384616,0.012,0.003205128205128205,0.005
i2_c10,0.016025641025641024,0.0121,0.00641025641025641,0.0105
i2_c11,0.022435897435897436,0.0139,0.016025641025641024,0.0085
i2_c12,0.00641025641025641,0.0127,0.016025641025641024,0.0128
i2_c13,0.022435897435897436,0.0124,0.00641025641025641,0.0092
i2_c14,0.01282051282051282,0.0135,0.01282051282051282,0.012
i2_c15,0.028846153846153848,0.0133,0.01282051282051282,0.014
i2_c16,0.022435897435897436,0.0138,0.009615384615384616,0.01
i2_c17,0.00641025641025641,0.013,0.016025641025641024,0.006
i2_c18,0.019230769230769232,0.0128,0.01282051282051282,0.0113
i2_c19,0.009615384615384616,0.0132,0.00641025641025641,0.009
i2_c20,0.028846153846153848,0.0134,0.009615384615384616,0.0086
i2_c21,0.01282051282051282,0.0133,0.0,0.0083
i2_c22,0.022435897435897436,0.0133,0.028846153846153848,0.0099
i2_c23,0.01282051282051282,0.0141,0.0,0.0118
i2_c24,0.028846153846153848,0.0151,0.009615384615384616,0.0124
i2_c25,0.022435897435897436,0.0127,0.016025641025641024,0.0097
i2_c26,0.016025641025641024,0.0127,0.016025641025641024,0.0184
i2_c27,0.01282051282051282,0.0139,0.003205128205128205,0.0076
i2_c28,0.01282051282051282,0.0137,0.019230769230769232,0.0162
i2_c29,0.01282051282051282,0.0133,0.00641025641025641,0.0081
i2_c30,0.019230769230769232,0.0129,0.0,0.0067
i2_c31,0.003205128205128205,0.0122,0.01282051282051282,0.0124
i2_g,0.0109,0.0093,,
i3_c0,0.016025641025641024,0.0137,0.009615384615384616,0.0074
i3_c1,0.019230769230769232,0.0138,0.009615384615384616,0.0079
i3_c2,0.019230769230769232,0.0131,0.01282051282051282,0.008
i3_c3,0.019230769230769232,0.0144,0.019230769230769232,0.0102
i3_c4,0.01282051282051282,0.0139,0.009615384615384616,0.0103
i3_c5,0.01282051282051282,0.015,0.019230769230769232,0.0069
i3_c6,0.016025641025641024,0.0148,0.003205128205128205,0.0099
i3_c7,0.00641025641025641,0.0121,0.003205128205128205,0.0099
i3_c8,0.02564102564102564,0.0133,0.00641025641025641,0.0086
i3_c9,0.016025641025641024,0.0152,0.009615384615384616,0.0129
i3_c10,0.019230769230769232,0.0129,0.009615384615384616,0.0085
i3_c11,0.019230769230769232,0.0136,0.016025641025641024,0.0108
i3_c12,0.01282051282051282,0.0142,0.01282051282051282,0.0171
i3_c13,0.019230769230769232,0.014,0.009615384615384616,0.0062
i3_c14,0.016025641025641024,0.0149,0.022435897435897436,0.0126
i3_c15,0.022435897435897436,0.014,0.016025641025641024,0.0103
i3_c16,0.01282051282051282,0.0131,0.003205128205128205,0.0095
i3_c17,0.00641025641025641,0.0127,0.0,0.0101
i3_c18,0.019230769230769232,0.0141,0.01282051282051282,0.0164
i3_c19,0.016025641025641024,0.0126,0.003205128205128205,0.0096
i3_c20,0.02564102564102564,0.015,0.019230769230769232,0.0175
i3_c21,0.009615384615384616,0.0127,0.00641025641025641,0.0097
i3_c22,0.038461538461538464,0.0145,0.02564102564102564,0.0151
i3_c23,0.01282051282051282,0.0138,0.0,0.0092
i3_c24,0.01282051282051282,0.0149,0.009615384615384616,0.0147
i3_c25,0.035256410256410256,0.0139,0.00641025641025641,0.0111
i3_c26,0.00641025641025641,0.0141,0.00641025641025641,0.0078
i3_c27,0.019230769230769232,0.0142,0.019230769230769232,0.0151
i3_c28,0.019230769230769232,0.014,0.00641025641025641,0.0097
i3_c29,0.01282051282051282,0.0128,0.009615384615384616,0.012
i3_c30,0.02564102564102564,0.0141,0.009615384615384616,0.014
i3_c31,0.019230769230769232,0.0128,0.009615384615384616,0.0061
i3_g,0.0107,0.0143,,
i4_c0,0.022435897435897436,0.0195,0.019230769230769232,0.0078
i4_c1,0.00641025641025641,0.018,0.00641025641025641,0.0098
i4_c2,0.019230769230769232,0.0163,0.022435897435897436,0.0124
i4_c3,0.016025641025641024,0.0161,0.00641025641025641,0.0148
i4_c4,0.016025641025641024,0.017,0.01282051282051282,0.0093
i4_c5,0.019230769230769232,0.0153,0.00641025641025641,0.0072
i4_c6,0.009615384615384616,0.0166,0.003205128205128205,0.0087
i4_c7,0.019230769230769232,0.0159,0.016025641025641024,0.0071
i4_c8,0.022435897435897436,0.0163,0.01282051282051282,0.0123
