,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9568,0.5741,0.2,0.1979
i0_c1,0.9664,0.5645,0.1824,0.1906
i0_c2,0.9664,0.5595,0.1072,0.1429
i0_c3,0.9408,0.5775,0.1504,0.1481
i0_c4,0.9648,0.5754,0.1504,0.1628
i0_c5,0.9664,0.5669,0.1296,0.1232
i0_c6,0.9616,0.5427,0.1104,0.114
i0_c7,0.9552,0.5752,0.1504,0.1341
i0_c8,0.9456,0.5668,0.1232,0.1329
i0_c9,0.9616,0.5592,0.1616,0.1538
i0_c10,0.9664,0.5337,0.1472,0.1483
i0_c11,0.9488,0.59,0.0992,0.1136
i0_c12,0.9664,0.5736,0.1632,0.1631
i0_c13,0.9488,0.5609,0.1552,0.1702
i0_c14,0.9456,0.5839,0.184,0.1614
i0_c15,0.9568,0.56,0.1344,0.1387
i0_g,0.1778,0.1801,,
i1_c0,0.8192,0.4233,0.1792,0.1609
i1_c1,0.824,0.4263,0.1824,0.1751
i1_c2,0.84,0.4152,0.2,0.1723
i1_c3,0.816,0.4254,0.192,0.1879
i1_c4,0.8128,0.4182,0.1856,0.2084
i1_c5,0.8096,0.4085,0.184,0.1694
i1_c6,0.7888,0.4049,0.1808,0.1593
i1_c7,0.792,0.4243,0.144,0.1644
i1_c8,0.7856,0.4081,0.2064,0.2063
i1_c9,0.784,0.4203,0.192,0.1465
i1_c10,0.8304,0.4085,0.2096,0.1903
i1_c11,0.7904,0.4382,0.1648,0.1607
i1_c12,0.8048,0.4096,0.1808,0.1702
i1_c13,0.8048,0.4262,0.1936,0.1844
i1_c14,0.808,0.4245,0.1664,0.1712
i1_c15,0.8064,0.408,0.168,0.1634
i1_g,0.2592,0.2653,,
i2_c0,0.8192,0.4475,0.1648,0.16
i2_c1,0.8208,0.4739,0.1696,0.1667
i2_c2,0.8384,0.4397,0.1536,0.1643
i2_c3,0.8144,0.4421,0.2224,0.2122
i2_c4,0.7952,0.4455,0.1984,0.1743
i2_c5,0.8032,0.4507,0.2112,0.1977
i2_c6,0.816,0.449,0.2912,0.2484
i2_c7,0.8176,0.457,0.216,0.1883
i2_c8,0.8128,0.4593,0.1616,0.1683
i2_c9,0.7776,0.4381,0.2336,0.2199
i2_c10,0.8384,0.4302,0.2032,0.2039
i2_c11,0.7792,0.4629,0.208,0.1894
i2_c12,0.8,0.4589,0.2304,0.2375
i2_c13,0.7824,0.4548,0.2592,0.2516
i2_c14,0.7888,0.4619,0.2032,0.1862
i2_c15,0.7936,0.4569,0.224,0.2052
i2_g,0.3314,0.3226,,
i3_c0,0.8272,0.4694,0.2464,0.2096
i3_c1,0.8048,0.4717,0.2096,0.2028
i3_c2,0.8352,0.4495,0.1808,0.1766
i3_c3,0.8272,0.4582,0.2192,0.2082
i3_c4,0.8112,0.4609,0.2512,0.2194
i3_c5,0.8048,0.454,0.2336,0.2183
i3_c6,0.7728,0.4496,0.1744,0.1521
i3_c7,0.8064,0.4645,0.2096,0.2046
i3_c8,0.7824,0.4479,0.2368,0.2183
i3_c9,0.784,0.4546,0.2224,0.2224
i3_c10,0.8544,0.4427,0.232,0.1929
i3_c11,0.7952,0.473,0.2688,0.24
i3_c12,0.7984,0.4761,0.208,0.2007
i3_c13,0.7824,0.4565,0.224,0.2127
i3_c14,0.7904,0.4723,0.2288,0.2298
i3_c15,0.7968,0.4681,0.272,0.2477
i3_g,0.3713,0.3556,,
i4_c0,0.8272,0.4879,0.2624,0.2345
i4_c1,0.8288,0.4793,0.2304,0.221
i4_c2,0.8592,0.4721,0.1952,0.1765
i4_c3,0.824,0.4796,0.2496,0.218
i4_c4,0.8304,0.4822,0.216,0.2176
i4_c5,0.8224,0.4717,0.2016,0.2119
i4_c6,0.8064,0.4742,0.232,0.2277
i4_c7,0.8224,0.4886,0.2144,0.1759
i4_c8,0.7968,0.4795,0.16,0.1561
i4_c9,0.8128,0.4719,0.2576,0.2378
i4_c10,0.848,0.4702,0.2432,0.2317
i4_c11,0.808,0.4888,0.2176,0.2198
i4_c12,0.8016,0.4843,0.2288,0.2219
i4_c13,0.7856,0.4617,0.2144,0.2062
i4_c14,0.7984,0.4797,0.2176,0.1903
i4_c15,0.8112,0.4818,0.2944,0.2406
i4_g,0.3577,0.3581,,
i5_c0,0.8464,0.4997,0.2512,0.2385
i5_c1,0.8336,0.4951,0.2416,0.2271
i5_c2,0.8272,0.4792,0.2784,0.2343
i5_c3,0.848,0.4946,0.2192,0.218
i5_c4,0.8304,0.4983,0.216,0.2194
i5_c5,0.8048,0.4839,0.1952,0.1936
i5_c6,0.8176,0.4707,0.2512,0.2162
i5_c7,0.8176,0.4819,0.2624,0.2164
i5_c8,0.7776,0.4852,0.1888,0.1958
i5_c9,0.8304,0.4831,0.2768,0.2421
i5_c10,0.8464,0.4788,0.2592,0.235
i5_c11,0.8064,0.4984,0.2624,0.2704
