,train_acc,test_acc
i0_c0,0.8692,0.7916
i0_c1,0.859,0.7837
i0_g,0.8512,0.8116
i1_c0,0.8872,0.8105
i1_c1,0.8786,0.8087
i1_g,0.8696,0.8305
i2_c0,0.8928,0.8108
i2_c1,0.8854,0.8164
i2_g,0.8732,0.8372
i3_c0,0.8966,0.8221
i3_c1,0.8944,0.8215
i3_g,0.8798,0.8413
i4_c0,0.9004,0.8248
i4_c1,0.8918,0.8246
i4_g,0.8816,0.8439
i5_c0,0.9012,0.8297
i5_c1,0.8972,0.8242
i5_g,0.8848,0.8476
i6_c0,0.9054,0.8251
i6_c1,0.901,0.8276
i6_g,0.8868,0.8456
i7_c0,0.903,0.8258
i7_c1,0.9044,0.8294
i7_g,0.8849,0.8466
i8_c0,0.9052,0.8214
i8_c1,0.9036,0.8294
i8_g,0.8889,0.846
i9_c0,0.903,0.8263
i9_c1,0.9006,0.8334
i9_g,0.886,0.847
