,train_acc,test_acc
i0_c0,0.7776,0.6968
i0_c1,0.7702,0.7025
i0_g,0.7602,0.72
i1_c0,0.823,0.7417
i1_c1,0.8166,0.7434
i1_g,0.81,0.7635
i2_c0,0.841,0.7688
i2_c1,0.8424,0.7711
i2_g,0.8329,0.7897
i3_c0,0.8576,0.7845
i3_c1,0.8516,0.7827
i3_g,0.842,0.8039
i4_c0,0.8634,0.7966
i4_c1,0.861,0.7921
i4_g,0.8539,0.8147
i5_c0,0.8748,0.8056
i5_c1,0.8674,0.8026
i5_g,0.8603,0.8219
i6_c0,0.8736,0.8013
i6_c1,0.868,0.8021
i6_g,0.8622,0.8197
i7_c0,0.8774,0.8056
i7_c1,0.8738,0.8028
i7_g,0.8656,0.826
i8_c0,0.8786,0.8127
i8_c1,0.8812,0.8126
i8_g,0.8692,0.8307
i9_c0,0.8854,0.8149
i9_c1,0.8796,0.8112
i9_g,0.8746,0.8329
