,train_acc,test_acc
i0_c0,0.7284,0.5957
i0_c1,0.7252,0.598
i0_c2,0.7352,0.5907
i0_c3,0.724,0.611
i0_g,0.6937,0.6519
i1_c0,0.798,0.658
i1_c1,0.7764,0.6503
i1_c2,0.7892,0.6508
i1_c3,0.772,0.6662
i1_g,0.7478,0.7069
i2_c0,0.8284,0.6929
i2_c1,0.8068,0.6867
i2_c2,0.8148,0.6857
i2_c3,0.7968,0.7066
i2_g,0.7782,0.7397
i3_c0,0.8464,0.7181
i3_c1,0.8328,0.7108
i3_c2,0.834,0.7134
i3_c3,0.8272,0.7286
i3_g,0.8019,0.7622
i4_c0,0.8612,0.7355
i4_c1,0.8464,0.73
i4_c2,0.8552,0.7337
i4_c3,0.8404,0.744
i4_g,0.818,0.7778
i5_c0,0.8744,0.7481
i5_c1,0.8588,0.7385
i5_c2,0.862,0.7411
i5_c3,0.8508,0.754
i5_g,0.8275,0.7855
i6_c0,0.8852,0.7543
i6_c1,0.8692,0.7486
i6_c2,0.8684,0.7559
i6_c3,0.8608,0.7641
i6_g,0.8357,0.7938
i7_c0,0.8856,0.7649
i7_c1,0.8712,0.761
i7_c2,0.8724,0.7631
i7_c3,0.8652,0.7717
i7_g,0.8458,0.8007
i8_c0,0.8944,0.7732
i8_c1,0.8796,0.766
i8_c2,0.8708,0.7698
i8_c3,0.874,0.7742
i8_g,0.8502,0.8069
i9_c0,0.8972,0.7798
i9_c1,0.8884,0.7731
i9_c2,0.8856,0.7779
i9_c3,0.8752,0.7806
i9_g,0.8543,0.8128
