,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9544,0.709,0.9584,0.7091
i0_c1,0.9432,0.7017,0.9448,0.6989
i0_c2,0.944,0.7047,0.9432,0.7006
i0_c3,0.9576,0.7043,0.952,0.7028
i0_c4,0.9272,0.7093,0.932,0.7102
i0_c5,0.9448,0.7121,0.9432,0.7104
i0_c6,0.9432,0.7079,0.94,0.7074
i0_c7,0.9424,0.74,0.9432,0.7391
i0_g,0.8404,0.8077,,
i1_c0,0.968,0.7318,0.9672,0.7268
i1_c1,0.96,0.7226,0.956,0.723
i1_c2,0.9624,0.7171,0.9528,0.7155
i1_c3,0.9648,0.7107,0.9592,0.7108
i1_c4,0.944,0.724,0.9408,0.7201
i1_c5,0.9528,0.7312,0.956,0.7351
i1_c6,0.9512,0.7194,0.9528,0.7182
i1_c7,0.9592,0.7473,0.956,0.7459
i1_g,0.8556,0.8231,,
i2_c0,0.98,0.7344,0.98,0.735
i2_c1,0.9704,0.7297,0.9656,0.7295
i2_c2,0.9696,0.7181,0.9688,0.7179
i2_c3,0.9664,0.7174,0.9696,0.7172
i2_c4,0.9536,0.7299,0.948,0.7288
i2_c5,0.9624,0.7312,0.9616,0.7296
i2_c6,0.9624,0.7262,0.9624,0.7246
i2_c7,0.956,0.7499,0.956,0.7486
i2_g,0.8598,0.825,,
i3_c0,0.9792,0.7335,0.9776,0.7347
i3_c1,0.96,0.7313,0.9624,0.7308
i3_c2,0.9696,0.7209,0.9664,0.7177
i3_c3,0.9672,0.7214,0.9624,0.7199
i3_c4,0.9576,0.7369,0.9584,0.7391
i3_c5,0.96,0.7327,0.9616,0.7346
i3_c6,0.9584,0.7254,0.9568,0.7249
i3_c7,0.9544,0.7504,0.956,0.7488
i3_g,0.8648,0.8259,,
i4_c0,0.9768,0.7388,0.9752,0.7374
i4_c1,0.9616,0.7268,0.9632,0.7257
i4_c2,0.9632,0.7248,0.9616,0.7231
i4_c3,0.972,0.7248,0.9696,0.7234
i4_c4,0.9464,0.731,0.9464,0.7316
i4_c5,0.9608,0.7334,0.9616,0.7328
i4_c6,0.9592,0.7216,0.9552,0.7236
i4_c7,0.964,0.7568,0.9616,0.7573
i4_g,0.8611,0.8294,,
i5_c0,0.9792,0.7353,0.9792,0.7346
i5_c1,0.9648,0.7256,0.9656,0.727
i5_c2,0.964,0.7261,0.9616,0.7257
i5_c3,0.976,0.7204,0.9728,0.7211
i5_c4,0.9504,0.7338,0.9528,0.7309
i5_c5,0.9624,0.7379,0.9608,0.7358
i5_c6,0.9656,0.7251,0.964,0.7274
i5_c7,0.9624,0.7612,0.9608,0.7624
i5_g,0.8625,0.8286,,
i6_c0,0.9784,0.7387,0.9808,0.7392
i6_c1,0.9632,0.7254,0.96,0.7232
i6_c2,0.9712,0.7256,0.9704,0.7253
i6_c3,0.972,0.7241,0.9744,0.723
i6_c4,0.9528,0.7338,0.9504,0.7315
i6_c5,0.944,0.7374,0.9408,0.7373
i6_c6,0.964,0.7323,0.9672,0.7319
i6_c7,0.9576,0.7556,0.9536,0.755
i6_g,0.8618,0.8276,,
i7_c0,0.9752,0.7361,0.9768,0.7352
i7_c1,0.9512,0.7175,0.9488,0.7161
i7_c2,0.9712,0.7254,0.9672,0.7249
i7_c3,0.976,0.7247,0.9728,0.7263
i7_c4,0.9512,0.7329,0.9512,0.7323
i7_c5,0.9632,0.7364,0.9616,0.7331
i7_c6,0.9632,0.7341,0.956,0.7296
i7_c7,0.9552,0.7547,0.956,0.7523
i7_g,0.8648,0.8302,,
i8_c0,0.9792,0.7407,0.9792,0.7403
i8_c1,0.9672,0.7265,0.96,0.7235
i8_c2,0.9624,0.717,0.9616,0.7191
i8_c3,0.9736,0.7272,0.976,0.7267
i8_c4,0.9544,0.7343,0.9528,0.7343
i8_c5,0.9632,0.7353,0.96,0.7331
i8_c6,0.9576,0.724,0.9536,0.7226
i8_c7,0.9672,0.756,0.9648,0.7531
i8_g,0.8644,0.829,,
i9_c0,0.9792,0.7383,0.9776,0.7335
i9_c1,0.9672,0.7286,0.9696,0.7289
i9_c2,0.972,0.7238,0.9704,0.721
i9_c3,0.9664,0.7234,0.968,0.7239
i9_c4,0.948,0.7323,0.9512,0.7304
i9_c5,0.9552,0.7327,0.9576,0.7332
i9_c6,0.9608,0.7321,0.9608,0.7303
i9_c7,0.9608,0.7538,0.9608,0.7523
i9_g,0.8631,0.8286,,
