,train_acc,test_acc
i0_c0,0.8024,0.6596
i0_c1,0.782,0.647
i0_c2,0.7852,0.6487
i0_c3,0.7792,0.6703
i0_g,0.7443,0.7065
i1_c0,0.8512,0.7105
i1_c1,0.8356,0.703
i1_c2,0.8412,0.7083
i1_c3,0.8304,0.7254
i1_g,0.7948,0.7571
i2_c0,0.8752,0.7411
i2_c1,0.8616,0.7343
i2_c2,0.8624,0.7383
i2_c3,0.8592,0.7462
i2_g,0.8245,0.7838
i3_c0,0.888,0.7531
i3_c1,0.8824,0.7511
i3_c2,0.8804,0.7551
i3_c3,0.874,0.7639
i3_g,0.8399,0.7958
i4_c0,0.9024,0.7717
i4_c1,0.8904,0.7601
i4_c2,0.8864,0.7627
i4_c3,0.8804,0.7714
i4_g,0.8491,0.8066
i5_c0,0.9076,0.7747
i5_c1,0.8968,0.7697
i5_c2,0.8976,0.7743
i5_c3,0.8896,0.7844
i5_g,0.8563,0.8154
i6_c0,0.9176,0.7876
i6_c1,0.9032,0.7816
i6_c2,0.8988,0.7815
i6_c3,0.8956,0.7903
i6_g,0.8658,0.8239
i7_c0,0.9152,0.7878
i7_c1,0.9024,0.7817
i7_c2,0.9008,0.7896
i7_c3,0.8976,0.7985
i7_g,0.867,0.8304
i8_c0,0.9188,0.7993
i8_c1,0.908,0.7873
i8_c2,0.9088,0.7943
i8_c3,0.902,0.7995
i8_g,0.8705,0.832
i9_c0,0.926,0.797
i9_c1,0.916,0.7938
i9_c2,0.9132,0.798
i9_c3,0.908,0.7991
i9_g,0.8751,0.8359
