,0,1
i0_c0,0.1956,0.1047
i0_c1,0.196,0.1028
i0_g,0.2251,0.1636
i1_c0,0.2006,0.1024
i1_c1,0.1906,0.1088
i1_g,0.2269,0.1599
i2_c0,0.1988,0.0997
i2_c1,0.1998,0.106
i2_g,0.2327,0.1555
i3_c0,0.221,0.1109
i3_c1,0.2074,0.107
i3_g,0.2366,0.1649
i4_c0,0.1902,0.1011
i4_c1,0.2036,0.0962
i4_g,0.2291,0.1546
