,0,1
i0_c0,0.4636,0.1927
i0_c1,0.5628,0.2311
i0_c2,0.5452,0.2263
i0_c3,0.5044,0.2159
i0_g,0.3032,0.2258
i1_c0,0.4616,0.1971
i1_c1,0.5412,0.2231
i1_c2,0.536,0.217
i1_c3,0.5268,0.2289
i1_g,0.3079,0.2305
i2_c0,0.4856,0.1979
i2_c1,0.5628,0.2377
i2_c2,0.5324,0.2169
i2_c3,0.5152,0.2264
i2_g,0.3136,0.2307
i3_c0,0.4748,0.2
i3_c1,0.564,0.2305
i3_c2,0.5464,0.2227
i3_c3,0.5028,0.2198
i3_g,0.3067,0.2287
i4_c0,0.4752,0.1977
i4_c1,0.5668,0.2368
i4_c2,0.5392,0.2194
i4_c3,0.5104,0.2268
i4_g,0.3143,0.2328
