,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.7932,0.7323,0.793,0.7322
i0_c1,0.7864,0.7318,0.786,0.7317
i0_g,0.8022,0.7655,,
i1_c0,0.8272,0.7654,0.8272,0.7656
i1_c1,0.8166,0.7486,0.8162,0.7483
i1_g,0.8287,0.7924,,
i2_c0,0.849,0.7818,0.8488,0.7818
i2_c1,0.8258,0.7808,0.8258,0.7806
i2_g,0.8487,0.8141,,
i3_c0,0.8586,0.7887,0.8582,0.7886
i3_c1,0.8452,0.7911,0.8456,0.7909
i3_g,0.8589,0.8238,,
i4_c0,0.8534,0.7882,0.854,0.7881
i4_c1,0.853,0.8002,0.8534,0.8004
i4_g,0.8597,0.8224,,
i5_c0,0.857,0.7974,0.8572,0.7973
i5_c1,0.8684,0.8094,0.8686,0.8093
i5_g,0.8629,0.8301,,
i6_c0,0.8672,0.7984,0.867,0.7986
i6_c1,0.8662,0.804,0.8662,0.8039
i6_g,0.868,0.8301,,
i7_c0,0.867,0.8016,0.867,0.8014
i7_c1,0.8646,0.8066,0.8644,0.8066
i7_g,0.8667,0.8287,,
i8_c0,0.8704,0.8085,0.8704,0.8083
i8_c1,0.8586,0.8072,0.8586,0.8073
i8_g,0.8712,0.8352,,
i9_c0,0.882,0.815,0.882,0.8147
i9_c1,0.878,0.8106,0.878,0.8112
i9_g,0.8757,0.8411,,
