,train_acc,test_acc
i0_c0,0.8012,0.657
i0_c1,0.776,0.6463
i0_c2,0.7864,0.6569
i0_c3,0.7824,0.665
i0_g,0.7412,0.7025
i1_c0,0.8492,0.7175
i1_c1,0.834,0.7044
i1_c2,0.8324,0.6994
i1_c3,0.8336,0.7149
i1_g,0.7927,0.759
i2_c0,0.8684,0.7372
i2_c1,0.8632,0.7318
i2_c2,0.8568,0.7315
i2_c3,0.8508,0.744
i2_g,0.8204,0.7803
i3_c0,0.8852,0.7531
i3_c1,0.8664,0.7443
i3_c2,0.8688,0.7449
i3_c3,0.8704,0.7577
i3_g,0.8332,0.792
i4_c0,0.8928,0.7596
i4_c1,0.878,0.756
i4_c2,0.8776,0.7591
i4_c3,0.872,0.7726
i4_g,0.8397,0.8001
i5_c0,0.8964,0.7681
i5_c1,0.8936,0.7696
i5_c2,0.8904,0.7605
i5_c3,0.884,0.7735
i5_g,0.85,0.811
i6_c0,0.914,0.7836
i6_c1,0.892,0.7669
i6_c2,0.8956,0.7712
i6_c3,0.8856,0.782
i6_g,0.8589,0.8203
i7_c0,0.91,0.7852
i7_c1,0.8984,0.7764
i7_c2,0.8944,0.7804
i7_c3,0.8916,0.7854
i7_g,0.8596,0.8195
i8_c0,0.9172,0.7863
i8_c1,0.9068,0.7784
i8_c2,0.904,0.787
i8_c3,0.8952,0.7932
i8_g,0.8657,0.8239
i9_c0,0.9176,0.7915
i9_c1,0.902,0.7861
i9_c2,0.9036,0.7878
i9_c3,0.902,0.7939
i9_g,0.8679,0.8282
