,train_acc,test_acc
i0_c0,0.8452,0.7054
i0_c1,0.8236,0.6903
i0_c2,0.8296,0.6915
i0_c3,0.8216,0.71
i0_g,0.7843,0.7456
i1_c0,0.8796,0.7392
i1_c1,0.87,0.7384
i1_c2,0.8696,0.7307
i1_c3,0.8604,0.7541
i1_g,0.8263,0.7842
i2_c0,0.8972,0.7625
i2_c1,0.8876,0.7554
i2_c2,0.884,0.7572
i2_c3,0.88,0.7704
i2_g,0.8452,0.8058
i3_c0,0.9084,0.7765
i3_c1,0.9004,0.7644
i3_c2,0.9004,0.7696
i3_c3,0.8944,0.7816
i3_g,0.8552,0.8176
i4_c0,0.92,0.7832
i4_c1,0.9036,0.7755
i4_c2,0.9052,0.7767
i4_c3,0.9052,0.7844
i4_g,0.8623,0.825
i5_c0,0.9252,0.7829
i5_c1,0.9156,0.7822
i5_c2,0.91,0.7855
i5_c3,0.9016,0.7947
i5_g,0.8672,0.8297
i6_c0,0.9292,0.7914
i6_c1,0.9132,0.7917
i6_c2,0.9116,0.7899
i6_c3,0.9108,0.7971
i6_g,0.8709,0.8332
i7_c0,0.9292,0.7937
i7_c1,0.9188,0.7913
i7_c2,0.9176,0.7988
i7_c3,0.9128,0.8005
i7_g,0.8743,0.8369
i8_c0,0.9364,0.7975
i8_c1,0.9228,0.796
i8_c2,0.9184,0.805
i8_c3,0.9148,0.805
i8_g,0.8771,0.838
i9_c0,0.9376,0.8057
i9_c1,0.9224,0.799
i9_c2,0.9204,0.8034
i9_c3,0.9176,0.8061
i9_g,0.8776,0.8363
