,0,1
i0_c0,0.4158,0.2441
i0_c1,0.4108,0.2472
i0_g,0.3623,0.2687
i1_c0,0.3802,0.2195
i1_c1,0.4254,0.2535
i1_g,0.3492,0.2578
i2_c0,0.4138,0.2376
i2_c1,0.416,0.2488
i2_g,0.3572,0.264
i3_c0,0.4144,0.2388
i3_c1,0.4094,0.2486
i3_g,0.3544,0.2679
i4_c0,0.4076,0.2328
i4_c1,0.4244,0.2488
i4_g,0.3633,0.2623
