,train_acc,test_acc
i0_c0,0.8072,0.7305
i0_c1,0.8064,0.7303
i0_g,0.7942,0.7514
i1_c0,0.8538,0.7772
i1_c1,0.8482,0.7776
i1_g,0.8423,0.7995
i2_c0,0.8672,0.7974
i2_c1,0.867,0.8003
i2_g,0.8592,0.8173
i3_c0,0.8772,0.8065
i3_c1,0.8742,0.8072
i3_g,0.8646,0.8253
i4_c0,0.8836,0.8156
i4_c1,0.8814,0.8181
i4_g,0.8736,0.8338
i5_c0,0.893,0.8169
i5_c1,0.8822,0.822
i5_g,0.8745,0.8372
i6_c0,0.897,0.8175
i6_c1,0.8892,0.8217
i6_g,0.881,0.8373
i7_c0,0.8962,0.8217
i7_c1,0.892,0.8266
i7_g,0.8825,0.8401
i8_c0,0.9046,0.824
i8_c1,0.8946,0.8263
i8_g,0.8867,0.8438
i9_c0,0.8994,0.826
i9_c1,0.8944,0.8311
i9_g,0.8854,0.843
