,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9124,0.7746,0.8976,0.7687
i0_c1,0.8976,0.7729,0.888,0.7656
i0_c2,0.892,0.7603,0.8756,0.7543
i0_c3,0.894,0.7737,0.8912,0.7751
i0_g,0.8651,0.8277,,
i1_c0,0.9152,0.7834,0.9036,0.7788
i1_c1,0.908,0.7835,0.904,0.7739
i1_c2,0.9036,0.7818,0.8884,0.7702
i1_c3,0.8992,0.7852,0.8892,0.7793
i1_g,0.8688,0.8375,,
i2_c0,0.922,0.7923,0.9092,0.7815
i2_c1,0.92,0.7844,0.9068,0.7802
i2_c2,0.9008,0.7829,0.894,0.7749
i2_c3,0.9048,0.7972,0.8936,0.7863
i2_g,0.8756,0.8395,,
i3_c0,0.9216,0.79,0.9092,0.7795
i3_c1,0.9228,0.7816,0.9044,0.7778
i3_c2,0.9088,0.7856,0.8996,0.7795
i3_c3,0.9092,0.7889,0.9032,0.7846
i3_g,0.8764,0.8392,,
i4_c0,0.9212,0.7962,0.9112,0.7887
i4_c1,0.9188,0.7893,0.904,0.7801
i4_c2,0.9068,0.7828,0.8896,0.78
i4_c3,0.9104,0.8,0.8944,0.7865
i4_g,0.8748,0.839,,
i5_c0,0.9232,0.7935,0.9116,0.7813
i5_c1,0.9152,0.7822,0.9072,0.7759
i5_c2,0.9112,0.7932,0.8944,0.785
i5_c3,0.9048,0.7895,0.8976,0.7826
i5_g,0.8776,0.8401,,
i6_c0,0.9252,0.7938,0.9164,0.7872
i6_c1,0.9128,0.7907,0.9024,0.7868
i6_c2,0.9152,0.7942,0.9032,0.789
i6_c3,0.9048,0.7897,0.896,0.7869
i6_g,0.8772,0.8458,,
i7_c0,0.926,0.7926,0.9104,0.7836
i7_c1,0.9232,0.7819,0.9044,0.7734
i7_c2,0.9108,0.7933,0.8988,0.7856
i7_c3,0.9136,0.7897,0.9056,0.7832
i7_g,0.8762,0.8407,,
i8_c0,0.9296,0.7887,0.9208,0.7841
i8_c1,0.9184,0.7852,0.9096,0.779
i8_c2,0.9076,0.7869,0.8932,0.779
i8_c3,0.9116,0.7943,0.8964,0.7883
i8_g,0.8761,0.8413,,
i9_c0,0.9244,0.7942,0.9232,0.7847
i9_c1,0.9204,0.7886,0.9068,0.7827
i9_c2,0.898,0.7846,0.882,0.7748
i9_c3,0.9052,0.7912,0.8984,0.7863
i9_g,0.878,0.8439,,
