,train_acc,test_acc
i0_c0,0.7908,0.6442
i0_c1,0.7692,0.6355
i0_c2,0.7756,0.6269
i0_c3,0.758,0.6524
i0_g,0.7242,0.6803
i1_c0,0.8308,0.6933
i1_c1,0.8156,0.6875
i1_c2,0.8244,0.6887
i1_c3,0.814,0.7024
i1_g,0.7783,0.7364
i2_c0,0.8544,0.7203
i2_c1,0.8488,0.7181
i2_c2,0.8424,0.7114
i2_c3,0.8372,0.738
i2_g,0.8064,0.7656
i3_c0,0.8732,0.7366
i3_c1,0.856,0.7348
i3_c2,0.8596,0.7309
i3_c3,0.8444,0.7502
i3_g,0.8223,0.7816
i4_c0,0.8844,0.7547
i4_c1,0.8708,0.7443
i4_c2,0.8772,0.7499
i4_c3,0.8612,0.7627
i4_g,0.8331,0.7965
i5_c0,0.8892,0.7625
i5_c1,0.8832,0.7572
i5_c2,0.8856,0.7599
i5_c3,0.8688,0.7684
i5_g,0.8441,0.8017
i6_c0,0.8992,0.7726
i6_c1,0.8936,0.7609
i6_c2,0.8896,0.7649
i6_c3,0.8748,0.7741
i6_g,0.8524,0.8109
i7_c0,0.9004,0.7777
i7_c1,0.8884,0.77
i7_c2,0.8964,0.7729
i7_c3,0.8848,0.7771
i7_g,0.8538,0.8125
i8_c0,0.9084,0.7837
i8_c1,0.8952,0.7694
i8_c2,0.896,0.7778
i8_c3,0.8868,0.7884
i8_g,0.8575,0.8179
i9_c0,0.9092,0.7867
i9_c1,0.8952,0.7781
i9_c2,0.8992,0.7834
i9_c3,0.8956,0.7882
i9_g,0.8632,0.8218
