,train_acc,test_acc,train_acc_outDP,test_acc_out_DP,it,client,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
i3_c30.npy,0.1442307692307692,0.1422,0.1378205128205128,0.1613,3,c30,0.483974358974359,0.002925868362741262,0.4518037518037518,0.011006926453589978,0.15277777777777776,0.017522670370573427
i3_c31.npy,0.1474358974358974,0.1425,0.1794871794871795,0.1637,3,c31,0.5053418803418803,0.0017717012768992458,0.5145314516350457,0.0051771169807712505,0.19177350427350429,0.009510947550622248
i3_g.npy,0.1253,0.127,,,3,g,0.4996833333333333,0.00034721111093330984,0.4987603993423783,0.001251051443843566,0.13740000000000002,0.014285773809399794
i4_c0.npy,0.1346153846153846,0.1271,0.0801282051282051,0.1078,4,c0,0.48664529914529914,0.0031602990294335646,0.4386103698055661,0.01913571945243429,0.10149572649572648,0.025950764533100683
i4_c1.npy,0.1314102564102564,0.127,0.1634615384615384,0.1607,4,c1,0.502136752136752,0.0037772798140306893,0.505714732956024,0.009230895205791291,0.1810897435897436,0.017135699714044265
i4_c2.npy,0.1346153846153846,0.127,0.141025641025641,0.1294,4,c2,0.5213675213675214,0.002388961514422844,0.5799242424242425,0.013694111729185762,0.15705128205128208,0.009791828408025307
i4_c3.npy,0.1858974358974359,0.1268,0.1217948717948717,0.1235,4,c3,0.5077457264957265,0.004180682650239977,0.5312580165204452,0.015195533894262564,0.1330128205128205,0.012239785510031622
i4_c4.npy,0.1153846153846153,0.127,0.173076923076923,0.1474,4,c4,0.5384615384615384,0.002925868362741262,0.6354541816726691,0.01743683417085258,0.18162393162393164,0.007777895180855247
i4_c5.npy,0.125,0.127,0.125,0.1459,4,c5,0.50267094017094,0.001998748604045902,0.5105640445199019,0.007210840372030578,0.13354700854700854,0.012228123015234616
i4_c6.npy,0.1217948717948717,0.127,0.157051282051282,0.1258,4,c6,0.5200320512820514,0.0017917211358171323,0.5659976572146562,0.011178336723499827,0.1746794871794872,0.016105569905642454
i4_c7.npy,0.1057692307692307,0.1269,0.141025641025641,0.1271,4,c7,0.5197649572649573,0.0023889615144228856,0.5733022589528889,0.014368977062867456,0.1575854700854701,0.014383453010508827
i4_c8.npy,0.0961538461538461,0.127,0.1442307692307692,0.1516,4,c8,0.4879807692307692,0.0017917211358171327,0.46400474525474517,0.00434747928507327,0.15491452991452992,0.011205222736860596
i4_c9.npy,0.125,0.1269,0.1762820512820513,0.1512,4,c9,0.5032051282051282,0.00370096326403605,0.5088823462479377,0.009290452273671864,0.18536324786324787,0.013139288329325682
i4_c10.npy,0.1474358974358974,0.1269,0.1185897435897435,0.1267,4,c10,0.5066773504273504,0.002684261650940399,0.5262703410102656,0.00735671743134116,0.13034188034188035,0.019987486040459083
i4_c11.npy,0.1217948717948717,0.1269,0.1634615384615384,0.1618,4,c11,0.48985042735042733,0.001194480757211422,0.47220021033580356,0.003006251569192909,0.172542735042735,0.00951094755062226
i4_c12.npy,0.1217948717948717,0.1269,0.125,0.1247,4,c12,0.48691239316239315,0.0029862018930285547,0.45702033302652495,0.004322707703176192,0.1378205128205128,0.018130943107347374
i4_c13.npy,0.1089743589743589,0.127,0.125,0.1065,4,c13,0.5128205128205129,0.004339764105040603,0.5500566360191833,0.01203228877217191,0.1394230769230769,0.017135699714044276
i4_c14.npy,0.1282051282051282,0.1271,0.1185897435897435,0.1344,4,c14,0.4991987179487179,0.005213467226480538,0.49699110413396125,0.017518858137712638,0.12873931623931625,0.01659425701603533
i4_c15.npy,0.1314102564102564,0.127,0.1314102564102564,0.133,4,c15,0.5040064102564102,0.0025757614212053746,0.5149761503928171,0.008995989921405345,0.1426282051282051,0.011369549494547422
i4_c16.npy,0.1057692307692307,0.127,0.1346153846153846,0.166,4,c16,0.4877136752136752,0.0031602990294335442,0.4598946886446887,0.009865919957702305,0.14155982905982903,0.012876037172215762
i4_c17.npy,0.0929487179487179,0.1271,0.1538461538461538,0.1277,4,c17,0.5061431623931624,0.000597240378605711,0.519641777620501,0.0028406299201060273,0.1639957264957265,0.010205648063324142
i4_c18.npy,0.1314102564102564,0.127,0.1602564102564102,0.1461,4,c18,0.5096153846153846,0.0009252408160090124,0.5302043294299931,0.0022168153159064443,0.1688034188034188,0.010576383479285969
i4_c19.npy,0.1314102564102564,0.1269,0.1089743589743589,0.1315,4,c19,0.4780982905982906,0.0031602990294335646,0.4224090870916268,0.00740554472573163,0.11965811965811964,0.015222015864075861
i4_c20.npy,0.125,0.127,0.1538461538461538,0.1513,4,c20,0.49358974358974356,0.0024479571020063406,0.4827108822927493,0.005637096023657319,0.17628205128205124,0.01644744051104771
i4_c21.npy,0.1346153846153846,0.1271,0.1762820512820513,0.153,4,c21,0.5202991452991453,0.0037772798140307258,0.5614229321125873,0.012230974190103772,0.18696581196581197,0.010737046603761631
i4_c22.npy,0.1442307692307692,0.1272,0.0993589743589743,0.1279,4,c22,0.48664529914529914,0.0035434025537984916,0.4492436218752008,0.007965015936373346,0.11645299145299144,0.010576383479285969
i4_c23.npy,0.0961538461538461,0.1269,0.141025641025641,0.1657,4,c23,0.4877136752136752,0.0017717012768992458,0.4617737219392568,0.0019955991422588967,0.14797008547008547,0.015528249843748535
i4_c24.npy,0.1602564102564102,0.127,0.1378205128205128,0.1162,4,c24,0.5098824786324786,0.0023437404880854943,0.5371667889459526,0.0088020714216727,0.14369658119658119,0.008361365300479979
i4_c25.npy,0.1025641025641025,0.1273,0.125,0.1161,4,c25,0.49813034188034194,0.0029862018930285543,0.4921498923487259,0.009348827139875573,0.13995726495726493,0.022257122495726134
i4_c26.npy,0.1346153846153846,0.127,0.1217948717948717,0.1394,4,c26,0.4911858974358974,0.003430884769942623,0.4683571004159239,0.013564271495822499,0.13514957264957264,0.014383453010508827
i4_c27.npy,0.1153846153846153,0.1271,0.1538461538461538,0.1407,4,c27,0.49652777777777773,0.0035130733007387644,0.4907037037037038,0.00841522191167257,0.17094017094017092,0.020411296126648295
i4_c28.npy,0.1121794871794871,0.1271,0.1634615384615384,0.1471,4,c28,0.50267094017094,0.006320598058867109,0.50846429759255,0.016390946854775566,0.17841880341880337,0.01819378885248547
i4_c29.npy,0.1378205128205128,0.127,0.1538461538461538,0.1722,4,c29,0.48370726495726496,0.005734751750423046,0.4548788710263716,0.013621178448281167,0.1639957264957265,0.01659425701603532
