,train_acc,test_acc
i0_c0,0.8148,0.7482
i0_c1,0.8122,0.7402
i0_g,0.8265,0.7904
i1_c0,0.8352,0.7688
i1_c1,0.836,0.7694
i1_g,0.8428,0.8027
i2_c0,0.845,0.7758
i2_c1,0.849,0.7758
i2_g,0.8482,0.8139
i3_c0,0.8536,0.7855
i3_c1,0.8444,0.7825
i3_g,0.8559,0.8219
i4_c0,0.8564,0.7857
i4_c1,0.856,0.787
i4_g,0.8573,0.8216
i5_c0,0.86,0.7908
i5_c1,0.8556,0.7863
i5_g,0.8626,0.8259
i6_c0,0.871,0.7923
i6_c1,0.8584,0.8013
i6_g,0.8671,0.8288
i7_c0,0.8742,0.8055
i7_c1,0.8632,0.8002
i7_g,0.8682,0.8292
i8_c0,0.8742,0.8075
i8_c1,0.8696,0.8048
i8_g,0.8658,0.8359
i9_c0,0.8716,0.7949
i9_c1,0.8646,0.8028
i9_g,0.8697,0.8269
