,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9148,0.7853,0.916,0.7854
i0_c1,0.9084,0.7752,0.9092,0.7728
i0_c2,0.8908,0.7674,0.8936,0.7684
i0_c3,0.904,0.7884,0.904,0.7883
i0_g,0.8679,0.832,,
i1_c0,0.9224,0.7865,0.922,0.7864
i1_c1,0.9136,0.7813,0.9144,0.7811
i1_c2,0.9076,0.7893,0.906,0.7858
i1_c3,0.9064,0.7862,0.9048,0.7856
i1_g,0.8777,0.8413,,
i2_c0,0.9232,0.7894,0.9216,0.7888
i2_c1,0.9244,0.7853,0.9252,0.7845
i2_c2,0.9072,0.7891,0.9036,0.7892
i2_c3,0.9124,0.7947,0.9148,0.7927
i2_g,0.8789,0.843,,
i3_c0,0.9216,0.7866,0.9208,0.7855
i3_c1,0.9112,0.7861,0.9084,0.7829
i3_c2,0.9088,0.7892,0.9088,0.7885
i3_c3,0.9084,0.7893,0.9104,0.7882
i3_g,0.879,0.8407,,
i4_c0,0.9296,0.7919,0.9268,0.7914
i4_c1,0.9176,0.7837,0.9164,0.7814
i4_c2,0.9172,0.7897,0.9136,0.7886
i4_c3,0.9108,0.7928,0.906,0.7915
i4_g,0.8789,0.8423,,
