,train_acc,test_acc
i0_c0,0.7604,0.6868
i0_c1,0.7574,0.6865
i0_g,0.7481,0.7076
i1_c0,0.8176,0.7432
i1_c1,0.8102,0.7432
i1_g,0.8075,0.7657
i2_c0,0.85,0.7753
i2_c1,0.836,0.7706
i2_g,0.8303,0.7914
i3_c0,0.8638,0.7935
i3_c1,0.8572,0.7855
i3_g,0.8505,0.8089
i4_c0,0.8722,0.8011
i4_c1,0.866,0.7977
i4_g,0.8584,0.8182
i5_c0,0.8766,0.8096
i5_c1,0.872,0.8059
i5_g,0.8637,0.8257
i6_c0,0.8818,0.8107
i6_c1,0.8702,0.8147
i6_g,0.8681,0.8305
i7_c0,0.8874,0.8182
i7_c1,0.8768,0.8168
i7_g,0.8744,0.8344
i8_c0,0.8914,0.8192
i8_c1,0.8836,0.8207
i8_g,0.8758,0.8356
i9_c0,0.891,0.8239
i9_c1,0.8862,0.8225
i9_g,0.8787,0.8392
