,train_acc,test_acc
i0_c0,0.7632,0.5643
i0_c1,0.7488,0.5485
i0_c2,0.7528,0.5435
i0_c3,0.7448,0.5533
i0_c4,0.7392,0.5416
i0_c5,0.7632,0.5566
i0_c6,0.732,0.5506
i0_c7,0.744,0.5586
i0_g,0.6975,0.6627
i1_c0,0.7912,0.6016
i1_c1,0.7816,0.5966
i1_c2,0.784,0.5855
i1_c3,0.7808,0.5818
i1_c4,0.7736,0.5968
i1_c5,0.7984,0.6048
i1_c6,0.796,0.5988
i1_c7,0.78,0.6103
i1_g,0.7366,0.7053
i2_c0,0.8192,0.6205
i2_c1,0.8136,0.6162
i2_c2,0.8112,0.6164
i2_c3,0.8304,0.6138
i2_c4,0.8136,0.6241
i2_c5,0.8072,0.6124
i2_c6,0.8136,0.6198
i2_c7,0.8184,0.641
i2_g,0.773,0.7338
i3_c0,0.84,0.6307
i3_c1,0.84,0.633
i3_c2,0.8304,0.6347
i3_c3,0.8304,0.6173
i3_c4,0.8232,0.6359
i3_c5,0.8136,0.6349
i3_c6,0.8176,0.6429
i3_c7,0.8312,0.6447
i3_g,0.7892,0.7487
i4_c0,0.8528,0.6425
i4_c1,0.8392,0.6537
i4_c2,0.8408,0.6426
i4_c3,0.8472,0.6477
i4_c4,0.8296,0.6586
i4_c5,0.8528,0.6505
i4_c6,0.832,0.6573
i4_c7,0.8336,0.6562
i4_g,0.8007,0.7598
i5_c0,0.8544,0.6556
i5_c1,0.8592,0.6535
i5_c2,0.8528,0.6664
i5_c3,0.868,0.6606
i5_c4,0.8384,0.6657
i5_c5,0.856,0.6691
i5_c6,0.8464,0.6681
i5_c7,0.8416,0.6804
i5_g,0.808,0.7682
i6_c0,0.8592,0.6805
i6_c1,0.8624,0.6824
i6_c2,0.8544,0.6645
i6_c3,0.8448,0.6576
i6_c4,0.8408,0.68
i6_c5,0.8584,0.6667
i6_c6,0.8512,0.683
i6_c7,0.8432,0.681
i6_g,0.8152,0.7753
i7_c0,0.8728,0.6793
i7_c1,0.8584,0.6784
i7_c2,0.8576,0.6731
i7_c3,0.8616,0.6691
i7_c4,0.8616,0.6865
i7_c5,0.8608,0.6767
i7_c6,0.848,0.6666
i7_c7,0.8376,0.6827
i7_g,0.8185,0.7829
i8_c0,0.8784,0.6838
i8_c1,0.8696,0.6899
i8_c2,0.868,0.6839
i8_c3,0.864,0.6706
i8_c4,0.8496,0.6886
i8_c5,0.8568,0.6803
i8_c6,0.8528,0.6871
i8_c7,0.8496,0.6921
i8_g,0.8284,0.7916
i9_c0,0.876,0.6776
i9_c1,0.8744,0.6841
i9_c2,0.8552,0.6848
i9_c3,0.8728,0.6793
i9_c4,0.8624,0.6888
i9_c5,0.896,0.7035
i9_c6,0.8752,0.6754
i9_c7,0.8712,0.7136
i9_g,0.8303,0.7947
