,train_acc,test_acc
i0_c0,0.6454,0.601
i0_c1,0.6552,0.6116
i0_g,0.7101,0.686
i1_c0,0.6892,0.6573
i1_c1,0.6776,0.6296
i1_g,0.729,0.7018
i2_c0,0.688,0.6415
i2_c1,0.7016,0.6544
i2_g,0.7487,0.7098
i3_c0,0.7212,0.6634
i3_c1,0.7088,0.6703
i3_g,0.7603,0.7324
i4_c0,0.7166,0.6682
i4_c1,0.7206,0.6758
i4_g,0.7583,0.7266
i5_c0,0.743,0.6892
i5_c1,0.7232,0.6921
i5_g,0.7711,0.746
i6_c0,0.7366,0.6975
i6_c1,0.746,0.6899
i6_g,0.7739,0.7415
i7_c0,0.7442,0.6934
i7_c1,0.7442,0.6876
i7_g,0.7808,0.7483
i8_c0,0.7388,0.6907
i8_c1,0.7488,0.7124
i8_g,0.7942,0.7629
i9_c0,0.7584,0.701
i9_c1,0.7446,0.7182
i9_g,0.8002,0.7681
