,train_acc,test_acc,it,client,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
i0_c0.npy,0.4647435897435897,0.2732,0,c0,0.5860042735042735,0.009096894426242745,0.6198206990924274,0.011338908624151855,0.4444444444444445,0.014293897607115023
i0_c1.npy,0.483974358974359,0.3182,0,c1,0.5814636752136753,0.0014383453010508773,0.6045222514560705,0.0017568036155862104,0.4711538461538462,0.001850481632018025
i0_c2.npy,0.4711538461538461,0.2768,0,c2,0.5982905982905983,0.00744037835319662,0.635194247805262,0.008876836085444617,0.4615384615384616,0.011703473450965085
i0_c3.npy,0.4743589743589743,0.3076,0,c3,0.5908119658119658,0.00575338120420351,0.6196042899189731,0.004942032863785361,0.47008547008547014,0.014880756706393291
i0_c4.npy,0.4935897435897436,0.2848,0,c4,0.6084401709401709,0.001194480757211422,0.6419832294234208,0.0013035512654350652,0.4903846153846154,0.008679528210081163
i0_c5.npy,0.4134615384615384,0.2746,0,c5,0.5646367521367521,0.001194480757211422,0.5955853264804666,0.0020643535983062905,0.40277777777777773,0.0023889615144228643
i0_c6.npy,0.4423076923076923,0.2697,0,c6,0.5726495726495725,0.009555846057691376,0.599302200751476,0.011282361239129356,0.43750000000000006,0.01791721135817141
i0_c7.npy,0.4551282051282051,0.2698,0,c7,0.5860042735042735,0.005602611368430318,0.621033699893994,0.007605975818379024,0.4412393162393163,0.006840944698112032
i0_c8.npy,0.4455128205128205,0.2949,0,c8,0.561965811965812,0.00702614660147753,0.581110320863741,0.008208596029257761,0.4433760683760684,0.013429278942282637
i0_c9.npy,0.4583333333333333,0.2889,0,c9,0.5560897435897436,0.001308488110461095,0.572026031803186,0.001740715330637723,0.44551282051282054,0.006137353254848319
i0_c10.npy,0.4423076923076923,0.2973,0,c10,0.5667735042735043,0.006252510636068154,0.5935670491031874,0.008776467804084033,0.4236111111111111,0.006520595948575692
i0_c11.npy,0.4134615384615384,0.265,0,c11,0.5718482905982906,0.006438018586107856,0.607438521792989,0.008845679558557485,0.40598290598290593,0.009555846057691395
i0_c12.npy,0.4807692307692308,0.2838,0,c12,0.5699786324786325,0.002723835210252546,0.5897128802799868,0.0031029695729750135,0.4599358974358975,0.005151522842410768
i0_c13.npy,0.4551282051282051,0.2847,0,c13,0.579594017094017,0.003160299029433594,0.607954357954358,0.0034570154345040746,0.4481837606837607,0.008361365300479994
i0_c14.npy,0.4487179487179487,0.2748,0,c14,0.5753205128205128,0.005315103830697781,0.6080299277865444,0.005750105715383229,0.4236111111111111,0.013139288329325684
i0_c15.npy,0.3846153846153846,0.2713,0,c15,0.5603632478632479,0.00702614660147753,0.5905667385573928,0.009583216629756057,0.3931623931623931,0.012641196117734226
i0_c16.npy,0.4519230769230769,0.2706,0,c16,0.5697115384615384,0.0017917211358171327,0.5936995205361023,0.0029260176199970077,0.44177350427350426,0.001194480757211422
i0_c17.npy,0.4294871794871794,0.2832,0,c17,0.5654380341880342,0.0014383453010508773,0.5938396063306289,0.004421757004186358,0.41452991452991456,0.007994994416183647
i0_c18.npy,0.4134615384615384,0.2707,0,c18,0.5678418803418803,0.00744037835319662,0.5995000723756762,0.009227260675779468,0.40811965811965806,0.014995372700446787
i0_c19.npy,0.4615384615384615,0.2867,0,c19,0.5694444444444443,0.004206200787399457,0.592268411967779,0.003787773331525459,0.44551282051282054,0.014333769086537124
i0_c20.npy,0.5,0.2799,0,c20,0.6185897435897436,0.010790069378591966,0.6583391776382455,0.01166284782707245,0.49252136752136755,0.018381036895390224
i0_c21.npy,0.5032051282051282,0.262,0,c21,0.6180555555555557,0.004306761617680873,0.6578315641789335,0.003604172593622254,0.4919871794871795,0.01223978551003162
i0_c22.npy,0.4455128205128205,0.2812,0,c22,0.5614316239316238,0.006714639471141329,0.5797862788706647,0.008044772522824395,0.44604700854700857,0.013397367739299629
i0_c23.npy,0.4551282051282051,0.2925,0,c23,0.5798611111111112,0.007071689260082134,0.6104473012367749,0.006529357214640375,0.44070512820512825,0.019385947982504346
i0_c24.npy,0.4326923076923077,0.2819,0,c24,0.5769230769230769,0.01223978551003162,0.6071405624151172,0.01542125874717112,0.43482905982905984,0.019728830462200194
i0_c25.npy,0.4615384615384615,0.2841,0,c25,0.5897435897435898,0.0024479571020063163,0.6226575650198934,0.0021057042797590886,0.45566239316239326,0.013139288329325705
i0_c26.npy,0.4391025641025641,0.2709,0,c26,0.5707799145299145,0.0080350475194932,0.6000378759047077,0.008829265247565003,0.42361111111111116,0.018999379533951654
i0_c27.npy,0.4423076923076923,0.2838,0,c27,0.5670405982905983,0.0017102361745279984,0.592654853128991,0.0032451534610144247,0.4289529914529915,0.0034204723490560154
i0_c28.npy,0.4294871794871794,0.2834,0,c28,0.5694444444444445,0.0060436477024491024,0.5963317156722809,0.007081904665813809,0.42948717948717946,0.01199249162427545
i0_c29.npy,0.4455128205128205,0.2717,0,c29,0.576121794871795,0.008958605679085704,0.6051803673465324,0.011323654662026951,0.4375,0.013816791833736712
i0_c30.npy,0.4679487179487179,0.2644,0,c30,0.6071047008547008,0.005018240979715803,0.6581899626652922,0.003425131732162038,0.44551282051282054,0.015810521994603362
i0_c31.npy,0.4358974358974359,0.2831,0,c31,0.578258547008547,0.0017102361745280445,0.6107422325190255,0.0026710215355969036,0.4316239316239317,0.003021823851224574
i0_g.npy,0.5011,0.4745,0,g,0.5138499999999999,0.00032145502536643677,0.5146662700335353,0.0008337347951338881,0.48795000000000005,0.0343699844825879
i1_c0.npy,0.5032051282051282,0.3181,1,c0,0.5908119658119658,0.0019987486040459017,0.6150619658119658,0.0037326589089413213,0.4855769230769231,0.0035834422716342655
i1_c1.npy,0.5512820512820513,0.3201,1,c1,0.5908119658119658,0.004206200787399457,0.6026478675794257,0.004543505050305088,0.5331196581196581,0.0054476704205050925
i1_c2.npy,0.4935897435897436,0.3103,1,c2,0.5801282051282051,0.0035834422716343062,0.5991610784557221,0.0015540600535567037,0.483974358974359,0.015810521994603345
i1_c3.npy,0.4967948717948718,0.3386,1,c3,0.5801282051282052,0.009344474190457221,0.5965179320312094,0.010265911093550122,0.4946581196581197,0.01488075670639328
i1_c4.npy,0.5576923076923077,0.3476,1,c4,0.5838675213675214,0.00597240378605715,0.5875570776255706,0.005462540492978939,0.5625,0.010750326814902837
i1_c5.npy,0.4679487179487179,0.3146,1,c5,0.561965811965812,0.001194480757211422,0.5782797498623208,0.0017965347706947066,0.4577991452991453,0.001194480757211422
i1_c6.npy,0.4743589743589743,0.3275,1,c6,0.5713141025641025,0.004695084356636453,0.591452974632476,0.005272017501766587,0.4610042735042736,0.008361365300479994
i1_c7.npy,0.4615384615384615,0.2998,1,c7,0.5488782051282052,0.0053751634074514386,0.5622003229015547,0.006119590203746712,0.4412393162393163,0.011051367983748507
i1_c8.npy,0.5288461538461539,0.3107,1,c8,0.5985576923076922,0.01183982919834482,0.6191081432117289,0.013207158707675793,0.5117521367521367,0.01672273060095999
i1_c9.npy,0.4711538461538461,0.3107,1,c9,0.5785256410256411,0.0009252408160090444,0.6026505704875146,0.0007405344987218006,0.4610042735042736,0.0028766906021017737
i1_c10.npy,0.5192307692307693,0.3175,1,c10,0.5852029914529915,0.0058821355623785675,0.5992738494408925,0.006840633480167758,0.5144230769230769,0.010750326814902858
i1_c11.npy,0.4935897435897436,0.3186,1,c11,0.5681089743589743,0.004315035903152633,0.5814075568125783,0.003912942767854958,0.4861111111111111,0.011205222736860585
i1_c12.npy,0.5064102564102564,0.3025,1,c12,0.5977564102564102,0.007226361783369997,0.6250788372615591,0.007958112080045154,0.4882478632478633,0.011944807572114259
i1_c13.npy,0.4807692307692308,0.2992,1,c13,0.5854700854700855,0.0035434025537984916,0.6123558125158742,0.00443234890476761,0.4658119658119659,0.006320598058867109
i1_c14.npy,0.4903846153846153,0.2978,1,c14,0.5747863247863247,0.005123751627470869,0.5943592229385904,0.004093099156633955,0.47061965811965817,0.015963197433209328
i1_c15.npy,0.4903846153846153,0.3034,1,c15,0.5793269230769231,0.0017917211358171742,0.5957557397012089,0.0025569104260222014,0.4935897435897436,0.0
i1_c16.npy,0.4711538461538461,0.3028,1,c16,0.5753205128205128,0.005315103830697781,0.5963686701589928,0.005547951247709559,0.4658119658119659,0.01194480757211426
i1_c17.npy,0.4551282051282051,0.2929,1,c17,0.5528846153846153,0.0029258683627413026,0.5687019578996113,0.0025553851074025195,0.4375,0.010750326814902837
