,train_acc,test_acc
i0_c0,0.8386,0.7583
i0_c1,0.8262,0.7558
i0_g,0.8203,0.7775
i1_c0,0.8692,0.7915
i1_c1,0.8638,0.7905
i1_g,0.8493,0.813
i2_c0,0.8828,0.8045
i2_c1,0.8724,0.8044
i2_g,0.8645,0.8233
i3_c0,0.8872,0.8134
i3_c1,0.8842,0.8176
i3_g,0.8754,0.8336
i4_c0,0.893,0.8138
i4_c1,0.8902,0.8166
i4_g,0.8743,0.8329
i5_c0,0.8974,0.8205
i5_c1,0.8912,0.822
i5_g,0.8797,0.8384
i6_c0,0.9014,0.822
i6_c1,0.8978,0.8263
i6_g,0.8846,0.8404
i7_c0,0.897,0.8221
i7_c1,0.8954,0.8256
i7_g,0.8821,0.8419
i8_c0,0.902,0.824
i8_c1,0.8992,0.8285
i8_g,0.8846,0.8424
i9_c0,0.9048,0.8305
i9_c1,0.8998,0.8288
i9_g,0.887,0.847
