,train_acc,test_acc
i0_c0,0.8012,0.6573
i0_c1,0.7764,0.6468
i0_c2,0.7864,0.6571
i0_c3,0.7828,0.6655
i0_g,0.7422,0.7029
i1_c0,0.85,0.7186
i1_c1,0.8348,0.7056
i1_c2,0.832,0.7001
i1_c3,0.8356,0.7163
i1_g,0.7933,0.7598
i2_c0,0.87,0.7386
i2_c1,0.8636,0.7343
i2_c2,0.8592,0.7334
i2_c3,0.852,0.7452
i2_g,0.8228,0.7817
i3_c0,0.8872,0.755
i3_c1,0.868,0.746
i3_c2,0.8708,0.7467
i3_c3,0.872,0.76
i3_g,0.8342,0.7947
i4_c0,0.8944,0.7626
i4_c1,0.8796,0.7598
i4_c2,0.8792,0.7618
i4_c3,0.8744,0.7739
i4_g,0.8416,0.8018
i5_c0,0.8964,0.7712
i5_c1,0.8948,0.7722
i5_c2,0.8924,0.7626
i5_c3,0.8852,0.7752
i5_g,0.8526,0.8144
i6_c0,0.9148,0.7876
i6_c1,0.8948,0.7701
i6_c2,0.8984,0.7755
i6_c3,0.888,0.7858
i6_g,0.8614,0.8217
i7_c0,0.9116,0.7883
i7_c1,0.8988,0.7779
i7_c2,0.8988,0.7843
i7_c3,0.8944,0.7891
i7_g,0.8618,0.823
i8_c0,0.918,0.7889
i8_c1,0.9112,0.7821
i8_c2,0.9048,0.7898
i8_c3,0.8992,0.7948
i8_g,0.8669,0.8286
i9_c0,0.9204,0.7948
i9_c1,0.904,0.7888
i9_c2,0.9072,0.7912
i9_c3,0.9068,0.799
i9_g,0.8714,0.8318
