,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.7868,0.7271,0.1534,0.1601
i0_c1,0.792,0.7311,0.134,0.1289
i0_g,0.1394,0.1388,,
i1_c0,0.4968,0.4548,0.2204,0.2033
i1_c1,0.5012,0.442,0.206,0.2051
i1_g,0.2372,0.2274,,
i2_c0,0.5042,0.4672,0.269,0.2518
i2_c1,0.5064,0.4571,0.2486,0.2454
i2_g,0.2964,0.2863,,
i3_c0,0.507,0.4721,0.288,0.2849
i3_c1,0.5158,0.4729,0.2718,0.2624
i3_g,0.3276,0.3173,,
i4_c0,0.5476,0.4994,0.3002,0.2899
i4_c1,0.5534,0.4976,0.3116,0.3144
i4_g,0.3384,0.3301,,
i5_c0,0.5418,0.5011,0.2902,0.2834
i5_c1,0.5422,0.4982,0.3224,0.3195
i5_g,0.333,0.3324,,
i6_c0,0.537,0.5046,0.3232,0.3126
i6_c1,0.5338,0.5022,0.3236,0.3277
i6_g,0.3593,0.3563,,
i7_c0,0.538,0.5025,0.363,0.3598
i7_c1,0.538,0.5014,0.3478,0.3497
i7_g,0.4028,0.3952,,
i8_c0,0.553,0.5158,0.3826,0.3609
i8_c1,0.5452,0.5189,0.3516,0.3378
i8_g,0.4081,0.3976,,
i9_c0,0.5574,0.5078,0.3428,0.3432
i9_c1,0.5488,0.5125,0.3662,0.351
i9_g,0.3965,0.3911,,
