,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.807,0.7356,0.1252,0.1324
i0_c1,0.7844,0.7275,0.1476,0.154
i0_g,0.1387,0.1349,,
i1_c0,0.1596,0.1553,0.133,0.1279
i1_c1,0.1672,0.1544,0.1426,0.142
i1_g,0.1408,0.1365,,
i2_c0,0.1604,0.1527,0.1396,0.1311
i2_c1,0.1572,0.1549,0.1638,0.1617
i2_g,0.15,0.1429,,
i3_c0,0.1644,0.1583,0.1606,0.1706
i3_c1,0.165,0.1585,0.1608,0.161
i3_g,0.1644,0.1636,,
i4_c0,0.1792,0.1725,0.1608,0.1616
i4_c1,0.1738,0.1746,0.1718,0.1656
i4_g,0.1654,0.1669,,
i5_c0,0.1742,0.1752,0.1886,0.1996
i5_c1,0.1786,0.1762,0.1882,0.1808
i5_g,0.1924,0.1976,,
i6_c0,0.1976,0.2047,0.1726,0.181
i6_c1,0.205,0.2055,0.1894,0.1908
i6_g,0.1831,0.188,,
i7_c0,0.1926,0.1956,0.199,0.2026
i7_c1,0.1934,0.1965,0.1974,0.2014
i7_g,0.2049,0.2087,,
i8_c0,0.2128,0.2163,0.1924,0.1945
i8_c1,0.2092,0.2162,0.211,0.2032
i8_g,0.2022,0.2068,,
i9_c0,0.2072,0.2103,0.1912,0.1925
i9_c1,0.2136,0.2108,0.2096,0.2051
i9_g,0.199,0.2012,,
