,train_acc,test_acc
i0_c0,0.7632,0.4735
i0_c1,0.7904,0.4803
i0_c2,0.7888,0.4601
i0_c3,0.7536,0.4637
i0_c4,0.7584,0.4514
i0_c5,0.7616,0.4479
i0_c6,0.7808,0.4369
i0_c7,0.7488,0.4681
i0_c8,0.7264,0.4698
i0_c9,0.7296,0.4413
i0_c10,0.792,0.4501
i0_c11,0.7616,0.4715
i0_c12,0.7536,0.4467
i0_c13,0.7552,0.438
i0_c14,0.7696,0.4744
i0_c15,0.7648,0.4437
i0_g,0.6328,0.6025
i1_c0,0.8144,0.5085
i1_c1,0.7952,0.5122
i1_c2,0.8224,0.4891
i1_c3,0.792,0.5061
i1_c4,0.8176,0.5021
i1_c5,0.7888,0.4922
i1_c6,0.8,0.4824
i1_c7,0.7904,0.5077
i1_c8,0.792,0.509
i1_c9,0.7936,0.5012
i1_c10,0.8208,0.483
i1_c11,0.7936,0.5183
i1_c12,0.8096,0.5101
i1_c13,0.7968,0.4977
i1_c14,0.7744,0.5147
i1_c15,0.8032,0.5086
i1_g,0.6777,0.647
i2_c0,0.8304,0.5248
i2_c1,0.8208,0.525
i2_c2,0.8608,0.5152
i2_c3,0.8176,0.5267
i2_c4,0.824,0.5268
i2_c5,0.8288,0.5291
i2_c6,0.8336,0.5216
i2_c7,0.8112,0.5378
i2_c8,0.8256,0.5323
i2_c9,0.8208,0.5227
i2_c10,0.8512,0.4977
i2_c11,0.8176,0.547
i2_c12,0.8176,0.5346
i2_c13,0.8192,0.5208
i2_c14,0.7952,0.5338
i2_c15,0.8304,0.5235
i2_g,0.7132,0.6767
i3_c0,0.8464,0.5576
i3_c1,0.8512,0.5519
i3_c2,0.8624,0.5348
i3_c3,0.8512,0.5443
i3_c4,0.8496,0.5537
i3_c5,0.848,0.5445
i3_c6,0.8432,0.5128
i3_c7,0.84,0.5534
i3_c8,0.8304,0.5484
i3_c9,0.8512,0.5395
i3_c10,0.8592,0.5274
i3_c11,0.8368,0.5544
i3_c12,0.8112,0.5495
i3_c13,0.8272,0.5326
i3_c14,0.8432,0.5681
i3_c15,0.8528,0.5439
i3_g,0.7322,0.6929
i4_c0,0.8208,0.5715
i4_c1,0.864,0.5594
i4_c2,0.8608,0.5508
i4_c3,0.8288,0.568
i4_c4,0.8496,0.563
i4_c5,0.8656,0.5566
i4_c6,0.8544,0.5571
i4_c7,0.8752,0.5712
i4_c8,0.8464,0.5677
i4_c9,0.8368,0.5485
i4_c10,0.88,0.5606
i4_c11,0.8656,0.5679
i4_c12,0.8624,0.5624
i4_c13,0.8528,0.562
i4_c14,0.8272,0.57
i4_c15,0.856,0.5469
i4_g,0.7479,0.7074
i5_c0,0.8592,0.5895
i5_c1,0.8512,0.5578
i5_c2,0.8832,0.5588
i5_c3,0.8576,0.5893
i5_c4,0.8512,0.5589
i5_c5,0.848,0.5655
i5_c6,0.872,0.5595
i5_c7,0.872,0.596
i5_c8,0.8624,0.5731
i5_c9,0.8432,0.5724
i5_c10,0.8864,0.5606
i5_c11,0.8416,0.5935
i5_c12,0.8624,0.5876
i5_c13,0.8576,0.5586
i5_c14,0.8464,0.5845
i5_c15,0.8656,0.5717
i5_g,0.7588,0.7196
i6_c0,0.864,0.5887
i6_c1,0.8528,0.5846
i6_c2,0.8912,0.5658
i6_c3,0.8576,0.6052
i6_c4,0.8688,0.5803
i6_c5,0.8688,0.5876
i6_c6,0.8752,0.5822
i6_c7,0.864,0.5868
i6_c8,0.8608,0.5875
i6_c9,0.8656,0.5856
i6_c10,0.9056,0.5616
i6_c11,0.8512,0.6045
i6_c12,0.8576,0.6096
i6_c13,0.8608,0.5815
i6_c14,0.864,0.5853
i6_c15,0.8656,0.5704
i6_g,0.7689,0.7302
i7_c0,0.8816,0.5935
i7_c1,0.8816,0.5924
i7_c2,0.9024,0.588
i7_c3,0.8656,0.6177
i7_c4,0.8784,0.5877
i7_c5,0.8608,0.5901
i7_c6,0.8832,0.5893
i7_c7,0.8592,0.5908
i7_c8,0.8624,0.5926
i7_c9,0.8816,0.6016
i7_c10,0.9024,0.5802
i7_c11,0.8752,0.6025
i7_c12,0.8688,0.6001
i7_c13,0.8624,0.5767
i7_c14,0.8608,0.6037
i7_c15,0.8656,0.5812
i7_g,0.7799,0.7425
i8_c0,0.88,0.6038
i8_c1,0.888,0.6009
i8_c2,0.8928,0.592
i8_c3,0.8832,0.6157
i8_c4,0.888,0.6039
i8_c5,0.8928,0.6157
i8_c6,0.8992,0.5887
i8_c7,0.88,0.6056
i8_c8,0.8704,0.6052
i8_c9,0.888,0.5975
i8_c10,0.9072,0.58
i8_c11,0.8656,0.6141
i8_c12,0.8784,0.6044
i8_c13,0.88,0.5891
i8_c14,0.8688,0.6098
i8_c15,0.872,0.5843
i8_g,0.7885,0.7501
i9_c0,0.8912,0.6098
i9_c1,0.8736,0.5869
i9_c2,0.9024,0.5884
i9_c3,0.896,0.62
i9_c4,0.8896,0.6154
i9_c5,0.8848,0.6109
i9_c6,0.88,0.5977
i9_c7,0.8768,0.6081
i9_c8,0.8864,0.6153
i9_c9,0.8624,0.6066
i9_c10,0.9008,0.6037
i9_c11,0.8976,0.6217
i9_c12,0.8912,0.6155
i9_c13,0.864,0.5898
i9_c14,0.8688,0.6137
i9_c15,0.8896,0.6044
i9_g,0.7916,0.749
