,0,1
i0_c0,0.057,0.0462
i0_c1,0.0482,0.0355
i0_g,0.0617,0.0474
i1_c0,0.0546,0.0427
i1_c1,0.05,0.0359
i1_g,0.0603,0.0496
i2_c0,0.061,0.0457
i2_c1,0.0456,0.0389
i2_g,0.0613,0.0578
i3_c0,0.0622,0.0464
i3_c1,0.0454,0.0375
i3_g,0.0638,0.0545
i4_c0,0.0398,0.0399
i4_c1,0.0536,0.0371
i4_g,0.0587,0.0526
