,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9088,0.7746,0.2016,0.2029
i0_c1,0.8936,0.7681,0.2036,0.2046
i0_c2,0.878,0.7643,0.216,0.2132
i0_c3,0.8712,0.7648,0.1888,0.1971
i0_g,0.2831,0.2711,,
i1_c0,0.9156,0.782,0.2584,0.2697
i1_c1,0.9128,0.7796,0.2268,0.2372
i1_c2,0.902,0.7855,0.2048,0.2019
i1_c3,0.9088,0.7845,0.2928,0.2824
i1_g,0.3389,0.342,,
i2_c0,0.922,0.7858,0.2448,0.2428
i2_c1,0.924,0.7752,0.268,0.2548
i2_c2,0.9148,0.7934,0.2516,0.2327
i2_c3,0.906,0.7876,0.2548,0.2485
i2_g,0.3507,0.3388,,
i3_c0,0.9372,0.7885,0.2664,0.2648
i3_c1,0.9184,0.7777,0.2632,0.2561
i3_c2,0.9036,0.7821,0.2652,0.2784
i3_c3,0.918,0.7956,0.2892,0.2814
i3_g,0.354,0.3431,,
i4_c0,0.9288,0.7882,0.2932,0.2881
i4_c1,0.9208,0.7856,0.242,0.24
i4_c2,0.924,0.7923,0.2324,0.2278
i4_c3,0.9244,0.7966,0.2688,0.2648
i4_g,0.3453,0.3524,,
i5_c0,0.928,0.7898,0.2628,0.2587
i5_c1,0.9224,0.7844,0.2828,0.2713
i5_c2,0.9176,0.7837,0.2256,0.2243
i5_c3,0.9136,0.787,0.2668,0.2631
i5_g,0.3434,0.3256,,
i6_c0,0.9276,0.7827,0.296,0.2733
i6_c1,0.922,0.7809,0.2808,0.2723
i6_c2,0.9296,0.7956,0.2332,0.2311
i6_c3,0.9148,0.7925,0.2868,0.2882
i6_g,0.3468,0.3401,,
i7_c0,0.9368,0.7846,0.2876,0.2802
i7_c1,0.924,0.7895,0.2384,0.2492
i7_c2,0.9184,0.7869,0.2812,0.2705
i7_c3,0.924,0.7906,0.2788,0.2575
i7_g,0.3662,0.3631,,
i8_c0,0.9384,0.791,0.2832,0.2569
i8_c1,0.9268,0.7884,0.274,0.2707
i8_c2,0.9112,0.7943,0.2724,0.259
i8_c3,0.92,0.7925,0.2796,0.2509
i8_g,0.3564,0.3536,,
i9_c0,0.9336,0.7908,0.2532,0.2513
i9_c1,0.928,0.7855,0.2832,0.2843
i9_c2,0.9168,0.7861,0.2436,0.2362
i9_c3,0.9196,0.7947,0.24,0.2334
i9_g,0.3468,0.3336,,
