file_name,train_acc,test_acc,train_acc_outDP,test_acc_out_DP,it,client,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
i0_c0.npy,0.9962,0.4657,0.0232,0.0197,0,c0,0.5018333333333332,0.0018544241394268177,0.5031475293073209,0.0030713245058027134,0.23146666666666668,0.09781906199145894
i0_c1.npy,0.9964,0.4666,0.025,0.0209,0,c1,0.5033333333333333,0.004686031251377755,0.5055875627033429,0.009160018419775682,0.23450000000000004,0.06613710506717593
i0_g.npy,0.0284,0.0233,,,0,g,0.49966666666666665,0.001805239288540137,0.49907003864430743,0.002450479857468285,0.3326,0.08562992078317797
i1_c0.npy,0.4876,0.1676,0.0862,0.0518,1,c0,0.50445,0.002938678841475083,0.5063165298586543,0.004083498584988922,0.36063333333333336,0.09335883580155777
i1_c1.npy,0.4884,0.1695,0.0792,0.0487,1,c1,0.5152,0.002757414247684459,0.5321979204912142,0.012199940925214372,0.2796666666666667,0.08242391778010932
i1_g.npy,0.0941,0.0679,,,1,g,0.5102749999999999,0.0036037885158075916,0.5175820948534443,0.009306102413110159,0.33770000000000006,0.08100788027511067
i2_c0.npy,0.4968,0.1852,0.1104,0.069,2,c0,0.5162833333333333,0.0012293855737273507,0.5243748354398531,0.007741113935312953,0.37633333333333335,0.09032789651535614
i2_c1.npy,0.4834,0.187,0.0962,0.0735,2,c1,0.5071833333333333,0.0032359525473790443,0.511293581348428,0.004699548771922555,0.3318333333333333,0.10916613740329716
i2_g.npy,0.1338,0.0968,,,2,g,0.514875,0.0010617399242124513,0.521976641714104,0.004203562033136079,0.3655833333333333,0.07165945893987449
i3_c0.npy,0.5086,0.1964,0.1542,0.0876,3,c0,0.5185,0.0028907899727698533,0.5277005608391784,0.007441817832059617,0.3720666666666667,0.10567533087507017
i3_c1.npy,0.5042,0.1964,0.1338,0.0863,3,c1,0.5175666666666666,0.003743290293608326,0.5256555856977212,0.009171599583876032,0.39599999999999996,0.11449646282746033
i3_g.npy,0.1831,0.1242,,,3,g,0.52395,0.0030689303239619633,0.5339454479993782,0.01047236169821518,0.4043166666666667,0.09104347709870389
i4_c0.npy,0.5322,0.2043,0.1628,0.1082,4,c0,0.5197999999999999,0.0024378952670968874,0.5299223105659756,0.009266964038037496,0.3770666666666666,0.10321354346962201
i4_c1.npy,0.5252,0.2031,0.1842,0.1168,4,c1,0.5210166666666667,0.003982635922211431,0.5282690287828994,0.00954085887825657,0.4212,0.0829350750085069
i4_g.npy,0.2069,0.1427,,,4,g,0.5226666666666667,0.0034358000847287576,0.5336181369850594,0.009956754635813417,0.38398333333333334,0.08272346335163251
