,train_acc,test_acc
i0_c0,1.0,0.3783
i0_c1,1.0,0.3755
i0_c2,1.0,0.372
i0_c3,1.0,0.416
i0_c4,1.0,0.3717
i0_c5,1.0,0.3808
i0_c6,1.0,0.3818
i0_c7,1.0,0.3782
i0_c8,1.0,0.3718
i0_c9,1.0,0.3845
i0_c10,1.0,0.3998
i0_c11,1.0,0.3879
i0_c12,1.0,0.3872
i0_c13,1.0,0.3785
i0_c14,1.0,0.3846
i0_c15,1.0,0.3724
i0_c16,1.0,0.374
i0_c17,1.0,0.3742
i0_c18,1.0,0.385
i0_c19,1.0,0.3881
i0_c20,1.0,0.3852
i0_c21,1.0,0.3947
i0_c22,1.0,0.3669
i0_c23,1.0,0.3846
i0_c24,1.0,0.3759
i0_c25,1.0,0.3964
i0_c26,1.0,0.3898
i0_c27,1.0,0.3822
i0_c28,1.0,0.3723
i0_c29,1.0,0.4097
i0_c30,1.0,0.3884
i0_c31,1.0,0.3496
i0_c32,1.0,0.397
i0_c33,1.0,0.3561
i0_c34,1.0,0.3572
i0_c35,1.0,0.4004
i0_c36,1.0,0.3634
i0_c37,1.0,0.3729
i0_c38,1.0,0.3728
i0_c39,1.0,0.3822
i0_c40,1.0,0.3739
i0_c41,1.0,0.3853
i0_c42,1.0,0.3876
i0_c43,1.0,0.3683
i0_c44,1.0,0.3871
i0_c45,1.0,0.3685
i0_c46,1.0,0.3879
i0_c47,1.0,0.3834
i0_c48,1.0,0.393
i0_c49,1.0,0.3811
i0_c50,1.0,0.3857
i0_c51,1.0,0.3782
i0_c52,1.0,0.376
i0_c53,1.0,0.3663
i0_c54,1.0,0.3749
i0_c55,1.0,0.3873
i0_c56,1.0,0.3763
i0_c57,1.0,0.3699
i0_c58,1.0,0.3864
i0_c59,1.0,0.3962
i0_c60,1.0,0.3771
i0_c61,1.0,0.3964
i0_c62,1.0,0.3667
i0_c63,1.0,0.3867
i0_g,0.5743,0.541
i1_c0,1.0,0.4229
i1_c1,1.0,0.4161
i1_c2,1.0,0.4208
i1_c3,1.0,0.4538
i1_c4,1.0,0.4155
i1_c5,1.0,0.4211
i1_c6,1.0,0.4222
i1_c7,1.0,0.4282
i1_c8,1.0,0.4137
i1_c9,1.0,0.4319
i1_c10,1.0,0.4338
i1_c11,1.0,0.4312
i1_c12,1.0,0.4267
i1_c13,1.0,0.4264
i1_c14,1.0,0.427
i1_c15,1.0,0.4137
i1_c16,1.0,0.4241
i1_c17,1.0,0.4157
i1_c18,1.0,0.4202
i1_c19,1.0,0.43
i1_c20,1.0,0.4266
i1_c21,1.0,0.4355
i1_c22,1.0,0.4129
i1_c23,1.0,0.4249
i1_c24,1.0,0.4156
i1_c25,1.0,0.4356
i1_c26,1.0,0.4321
i1_c27,1.0,0.4299
i1_c28,1.0,0.4192
i1_c29,1.0,0.4539
i1_c30,1.0,0.4292
i1_c31,1.0,0.4007
i1_c32,1.0,0.4341
i1_c33,1.0,0.4096
i1_c34,1.0,0.3907
i1_c35,1.0,0.4378
i1_c36,1.0,0.4129
i1_c37,1.0,0.4151
i1_c38,1.0,0.4219
i1_c39,1.0,0.4267
i1_c40,1.0,0.4174
i1_c41,1.0,0.4344
i1_c42,1.0,0.4339
i1_c43,1.0,0.4096
i1_c44,1.0,0.4321
i1_c45,1.0,0.4162
i1_c46,1.0,0.4325
i1_c47,1.0,0.4305
i1_c48,1.0,0.4397
i1_c49,1.0,0.4253
i1_c50,1.0,0.4361
i1_c51,1.0,0.4242
i1_c52,1.0,0.4284
i1_c53,1.0,0.4119
i1_c54,1.0,0.4217
i1_c55,1.0,0.4272
i1_c56,1.0,0.4212
i1_c57,1.0,0.4167
i1_c58,1.0,0.4301
i1_c59,1.0,0.4289
i1_c60,1.0,0.4185
i1_c61,1.0,0.4372
i1_c62,1.0,0.4115
i1_c63,1.0,0.4356
i1_g,0.6124,0.5835
i2_c0,1.0,0.4503
i2_c1,1.0,0.4394
i2_c2,1.0,0.448
i2_c3,1.0,0.4752
i2_c4,1.0,0.4438
i2_c5,1.0,0.4451
i2_c6,1.0,0.4462
i2_c7,1.0,0.4528
i2_c8,1.0,0.4396
i2_c9,1.0,0.4617
i2_c10,1.0,0.459
i2_c11,1.0,0.4542
i2_c12,1.0,0.4555
i2_c13,1.0,0.4554
i2_c14,1.0,0.4572
i2_c15,1.0,0.4402
i2_c16,1.0,0.4512
i2_c17,1.0,0.438
i2_c18,1.0,0.4412
i2_c19,1.0,0.4572
i2_c20,1.0,0.4538
i2_c21,1.0,0.4639
i2_c22,1.0,0.4405
i2_c23,1.0,0.4527
i2_c24,1.0,0.4415
i2_c25,1.0,0.4589
i2_c26,1.0,0.4583
i2_c27,1.0,0.4571
i2_c28,1.0,0.4455
i2_c29,1.0,0.478
i2_c30,1.0,0.4531
i2_c31,1.0,0.4304
