,train_acc,test_acc
i0_c0,0.8236,0.7474
i0_c1,0.8218,0.7449
i0_g,0.822,0.773
i1_c0,0.8582,0.7876
i1_c1,0.8516,0.7923
i1_g,0.8542,0.8201
i2_c0,0.8664,0.8002
i2_c1,0.8642,0.7897
i2_g,0.8605,0.8198
i3_c0,0.878,0.8024
i3_c1,0.87,0.8113
i3_g,0.8679,0.829
i4_c0,0.8814,0.8056
i4_c1,0.874,0.8139
i4_g,0.8713,0.8379
i5_c0,0.8842,0.8095
i5_c1,0.881,0.8088
i5_g,0.8748,0.8333
i6_c0,0.8874,0.816
i6_c1,0.8788,0.8128
i6_g,0.8759,0.8363
i7_c0,0.89,0.8095
i7_c1,0.881,0.8154
i7_g,0.8788,0.8358
i8_c0,0.8884,0.8194
i8_c1,0.8888,0.8211
i8_g,0.8818,0.8433
i9_c0,0.8912,0.8199
i9_c1,0.8882,0.818
i9_g,0.8758,0.8368
