,0,1
i0_c0,0.03,0.0244
i0_c1,0.0284,0.0225
i0_g,0.0293,0.0225
i1_c0,0.0322,0.0227
i1_c1,0.0284,0.0225
i1_g,0.0293,0.0225
i2_c0,0.0302,0.0225
i2_c1,0.0492,0.0465
i2_g,0.0293,0.0225
i3_c0,0.0244,0.025
i3_c1,0.0284,0.0225
i3_g,0.042,0.0355
i4_c0,0.0714,0.0578
i4_c1,0.059,0.06
i4_g,0.0505,0.0465
