,train_acc,test_acc
i0_c0,0.3784,0.3403
i0_c1,0.4044,0.3689
i0_c2,0.3952,0.3633
i0_c3,0.364,0.3335
i0_g,0.4799,0.4612
i1_c0,0.4096,0.3703
i1_c1,0.426,0.3923
i1_c2,0.4168,0.377
i1_c3,0.434,0.3866
i1_g,0.5266,0.5067
i2_c0,0.4324,0.4106
i2_c1,0.4616,0.4159
i2_c2,0.4656,0.4219
i2_c3,0.4404,0.4175
i2_g,0.5344,0.5225
i3_c0,0.434,0.4062
i3_c1,0.4788,0.4218
i3_c2,0.4588,0.4153
i3_c3,0.4536,0.4209
i3_g,0.5537,0.5257
i4_c0,0.454,0.4065
i4_c1,0.4668,0.4302
i4_c2,0.478,0.4429
i4_c3,0.4916,0.4497
i4_g,0.5692,0.5479
i5_c0,0.5112,0.4603
i5_c1,0.4908,0.4389
i5_c2,0.5088,0.463
i5_c3,0.4556,0.4312
i5_g,0.5762,0.5474
i6_c0,0.5096,0.4571
i6_c1,0.5088,0.4573
i6_c2,0.4936,0.4624
i6_c3,0.4984,0.464
i6_g,0.596,0.5692
i7_c0,0.5096,0.456
i7_c1,0.5188,0.4772
i7_c2,0.5244,0.4942
i7_c3,0.5132,0.4736
i7_g,0.6003,0.5819
i8_c0,0.5304,0.4841
i8_c1,0.5348,0.4847
i8_c2,0.5304,0.4899
i8_c3,0.486,0.4673
i8_g,0.616,0.5946
i9_c0,0.5328,0.5012
i9_c1,0.5332,0.4817
i9_c2,0.5408,0.4971
i9_c3,0.512,0.4977
i9_g,0.6302,0.6018
