,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9108,0.7636,0.9112,0.7636
i0_c1,0.8956,0.7683,0.8944,0.7692
i0_c2,0.8832,0.7644,0.8848,0.7648
i0_c3,0.8904,0.7782,0.888,0.7799
i0_g,0.8619,0.8273,,
i1_c0,0.918,0.7852,0.9176,0.7851
i1_c1,0.9056,0.7749,0.9092,0.7745
i1_c2,0.9024,0.7854,0.9008,0.7855
i1_c3,0.9088,0.7894,0.9088,0.7888
i1_g,0.8743,0.8384,,
i2_c0,0.9248,0.7895,0.9252,0.7896
i2_c1,0.9168,0.7895,0.9168,0.7886
i2_c2,0.9012,0.7755,0.8996,0.776
i2_c3,0.906,0.7886,0.9056,0.7895
i2_g,0.8762,0.8389,,
i3_c0,0.9176,0.7877,0.918,0.7872
i3_c1,0.904,0.7773,0.9048,0.7777
i3_c2,0.9008,0.7811,0.8996,0.7809
i3_c3,0.9068,0.7874,0.9076,0.7872
i3_g,0.8792,0.8452,,
i4_c0,0.9188,0.7898,0.9184,0.7909
i4_c1,0.918,0.7889,0.9176,0.7894
i4_c2,0.8984,0.7862,0.8996,0.7859
i4_c3,0.9104,0.7919,0.9108,0.7921
i4_g,0.8802,0.8432,,
i5_c0,0.928,0.7898,0.9284,0.7911
i5_c1,0.9176,0.7854,0.916,0.7871
i5_c2,0.9136,0.7895,0.9128,0.7893
i5_c3,0.9108,0.7902,0.9108,0.7899
i5_g,0.88,0.843,,
i6_c0,0.9268,0.7955,0.9252,0.7949
i6_c1,0.9248,0.7867,0.9236,0.7875
i6_c2,0.9052,0.7786,0.9064,0.779
i6_c3,0.9108,0.7877,0.9112,0.7883
i6_g,0.8818,0.8438,,
i7_c0,0.9244,0.7938,0.9248,0.7933
i7_c1,0.9112,0.7876,0.912,0.7858
i7_c2,0.9044,0.7904,0.904,0.7902
i7_c3,0.9008,0.7871,0.9004,0.787
i7_g,0.8821,0.8428,,
i8_c0,0.924,0.7902,0.9244,0.79
i8_c1,0.9104,0.7878,0.91,0.7881
i8_c2,0.9052,0.7893,0.9044,0.789
i8_c3,0.9116,0.7915,0.9112,0.7917
i8_g,0.8776,0.8445,,
i9_c0,0.93,0.7924,0.9316,0.7932
i9_c1,0.9124,0.7821,0.912,0.7817
i9_c2,0.9048,0.7925,0.9048,0.7926
i9_c3,0.9044,0.7949,0.9044,0.7951
i9_g,0.8786,0.842,,
