,train_acc,test_acc
i0_c0,0.14102564102564102,0.1552
i0_c1,0.1282051282051282,0.1539
i0_c2,0.14743589743589744,0.139
i0_c3,0.15064102564102563,0.1701
i0_c4,0.21153846153846154,0.1699
i0_c5,0.16666666666666666,0.1403
i0_c6,0.12179487179487179,0.1348
i0_c7,0.20833333333333334,0.1639
i0_c8,0.16025641025641027,0.1524
i0_c9,0.15705128205128205,0.1563
i0_c10,0.08653846153846154,0.1304
i0_c11,0.19230769230769232,0.1457
i0_c12,0.1346153846153846,0.121
i0_c13,0.17307692307692307,0.159
i0_c14,0.1762820512820513,0.1758
i0_c15,0.1891025641025641,0.1629
i0_c16,0.1282051282051282,0.1435
i0_c17,0.19230769230769232,0.1382
i0_c18,0.10897435897435898,0.1175
i0_c19,0.14102564102564102,0.146
i0_c20,0.1282051282051282,0.1458
i0_c21,0.1762820512820513,0.1655
i0_c22,0.13782051282051283,0.1358
i0_c23,0.16987179487179488,0.1583
i0_c24,0.12179487179487179,0.1229
i0_c25,0.13782051282051283,0.1263
i0_c26,0.17307692307692307,0.1719
i0_c27,0.1858974358974359,0.1446
i0_c28,0.16987179487179488,0.1731
i0_c29,0.1955128205128205,0.1908
i0_c30,0.1346153846153846,0.1357
i0_c31,0.16666666666666666,0.1395
i0_g,0.1644,0.1619
i1_c0,0.17307692307692307,0.1525
i1_c1,0.16666666666666666,0.1594
i1_c2,0.1282051282051282,0.1322
i1_c3,0.14743589743589744,0.1409
i1_c4,0.15384615384615385,0.1481
i1_c5,0.15384615384615385,0.1509
i1_c6,0.19230769230769232,0.181
i1_c7,0.15384615384615385,0.1418
i1_c8,0.19230769230769232,0.1679
i1_c9,0.12179487179487179,0.1439
i1_c10,0.16666666666666666,0.1556
i1_c11,0.1987179487179487,0.2163
i1_c12,0.13782051282051283,0.1498
i1_c13,0.16346153846153846,0.1514
i1_c14,0.14743589743589744,0.1628
i1_c15,0.15064102564102563,0.1346
i1_c16,0.1762820512820513,0.1584
i1_c17,0.16025641025641027,0.1639
i1_c18,0.17307692307692307,0.1411
i1_c19,0.16666666666666666,0.1752
i1_c20,0.17307692307692307,0.1816
i1_c21,0.14102564102564102,0.1596
i1_c22,0.15705128205128205,0.1513
i1_c23,0.125,0.1269
i1_c24,0.17307692307692307,0.1555
i1_c25,0.13141025641025642,0.1286
i1_c26,0.22115384615384615,0.1701
i1_c27,0.15705128205128205,0.1404
i1_c28,0.15384615384615385,0.1513
i1_c29,0.11217948717948718,0.1322
i1_c30,0.16987179487179488,0.1637
i1_c31,0.1858974358974359,0.1687
i1_g,0.1868,0.18
i2_c0,0.15064102564102563,0.1373
i2_c1,0.1987179487179487,0.1771
i2_c2,0.17307692307692307,0.1366
i2_c3,0.14102564102564102,0.1703
i2_c4,0.15064102564102563,0.1652
i2_c5,0.16666666666666666,0.1286
i2_c6,0.13782051282051283,0.147
i2_c7,0.17307692307692307,0.1371
i2_c8,0.17307692307692307,0.1924
i2_c9,0.16666666666666666,0.1847
i2_c10,0.16346153846153846,0.1856
i2_c11,0.18269230769230768,0.1585
i2_c12,0.14423076923076922,0.1407
i2_c13,0.1987179487179487,0.1366
i2_c14,0.15064102564102563,0.1591
i2_c15,0.16346153846153846,0.1666
i2_c16,0.16346153846153846,0.1642
i2_c17,0.17307692307692307,0.1599
i2_c18,0.1794871794871795,0.1502
i2_c19,0.1955128205128205,0.1623
i2_c20,0.1794871794871795,0.1556
i2_c21,0.14743589743589744,0.1486
i2_c22,0.1762820512820513,0.1681
i2_c23,0.21794871794871795,0.1888
i2_c24,0.09935897435897435,0.1466
i2_c25,0.18269230769230768,0.1858
i2_c26,0.20192307692307693,0.1854
i2_c27,0.1891025641025641,0.1848
i2_c28,0.1987179487179487,0.1489
i2_c29,0.16346153846153846,0.1605
i2_c30,0.18269230769230768,0.1733
i2_c31,0.13782051282051283,0.1553
i2_g,0.2143,0.2056
i3_c0,0.1346153846153846,0.1497
i3_c1,0.18269230769230768,0.1546
i3_c2,0.23397435897435898,0.1884
i3_c3,0.18269230769230768,0.1791
i3_c4,0.1282051282051282,0.1233
i3_c5,0.21153846153846154,0.1547
i3_c6,0.1794871794871795,0.178
i3_c7,0.21153846153846154,0.1534
i3_c8,0.15064102564102563,0.1568
i3_c9,0.1762820512820513,0.174
i3_c10,0.15705128205128205,0.1493
i3_c11,0.13141025641025642,0.1415
i3_c12,0.20833333333333334,0.2043
i3_c13,0.17307692307692307,0.1657
i3_c14,0.16666666666666666,0.1746
i3_c15,0.16346153846153846,0.1557
i3_c16,0.1282051282051282,0.1337
i3_c17,0.1346153846153846,0.1625
i3_c18,0.15705128205128205,0.139
i3_c19,0.1762820512820513,0.1809
i3_c20,0.17307692307692307,0.17
i3_c21,0.14423076923076922,0.1723
i3_c22,0.14743589743589744,0.1512
i3_c23,0.1762820512820513,0.1717
i3_c24,0.20192307692307693,0.1994
i3_c25,0.21794871794871795,0.1831
i3_c26,0.14743589743589744,0.1663
i3_c27,0.2403846153846154,0.2253
i3_c28,0.16987179487179488,0.1674
i3_c29,0.1346153846153846,0.1409
i3_c30,0.1955128205128205,0.1593
i3_c31,0.15064102564102563,0.1547
i3_g,0.2087,0.2015
i4_c0,0.16346153846153846,0.1544
i4_c1,0.18269230769230768,0.1543
i4_c2,0.17307692307692307,0.1621
i4_c3,0.14423076923076922,0.1434
i4_c4,0.1762820512820513,0.1897
i4_c5,0.1346153846153846,0.1332
i4_c6,0.1987179487179487,0.185
i4_c7,0.1891025641025641,0.1561
i4_c8,0.1987179487179487,0.1964
i4_c9,0.1282051282051282,0.1459
i4_c10,0.16346153846153846,0.1688
i4_c11,0.21474358974358973,0.1903
i4_c12,0.15705128205128205,0.1853
i4_c13,0.16346153846153846,0.1547
i4_c14,0.15064102564102563,0.152
i4_c15,0.16987179487179488,0.1827
i4_c16,0.125,0.1451
i4_c17,0.18269230769230768,0.1848
i4_c18,0.1858974358974359,0.1916
i4_c19,0.14743589743589744,0.1439
i4_c20,0.22115384615384615,0.1775
i4_c21,0.19230769230769232,0.165
i4_c22,0.16025641025641027,0.1752
i4_c23,0.1858974358974359,0.1997
i4_c24,0.1762820512820513,0.1423
i4_c25,0.16987179487179488,0.1701
i4_c26,0.11538461538461539,0.1321
i4_c27,0.24358974358974358,0.2062
i4_c28,0.14102564102564102,0.1507
i4_c29,0.16987179487179488,0.1594
i4_c30,0.18269230769230768,0.144
i4_c31,0.16025641025641027,0.1613
i4_g,0.2183,0.2141
i5_c0,0.16987179487179488,0.1751
i5_c1,0.1762820512820513,0.1485
i5_c2,0.1858974358974359,0.1728
i5_c3,0.20833333333333334,0.2155
i5_c4,0.15705128205128205,0.1602
i5_c5,0.19230769230769232,0.1864
i5_c6,0.23397435897435898,0.2027
i5_c7,0.16666666666666666,0.1712
i5_c8,0.1346153846153846,0.162
i5_c9,0.1794871794871795,0.1704
i5_c10,0.20512820512820512,0.1895
i5_c11,0.21474358974358973,0.1991
i5_c12,0.1891025641025641,0.1798
i5_c13,0.17307692307692307,0.1473
i5_c14,0.1762820512820513,0.1553
i5_c15,0.1346153846153846,0.1689
i5_c16,0.1955128205128205,0.1849
i5_c17,0.1891025641025641,0.1629
i5_c18,0.1987179487179487,0.1719
i5_c19,0.20833333333333334,0.1618
i5_c20,0.23397435897435898,0.1713
i5_c21,0.1955128205128205,0.1538
i5_c22,0.15064102564102563,0.1572
i5_c23,0.14743589743589744,0.1481
i5_c24,0.1858974358974359,0.1814
i5_c25,0.16987179487179488,0.1489
i5_c26,0.23076923076923078,0.1852
i5_c27,0.16346153846153846,0.1491
i5_c28,0.16346153846153846,0.1723
i5_c29,0.15705128205128205,0.1631
i5_c30,0.125,0.1569
i5_c31,0.16666666666666666,0.1724
i5_g,0.2247,0.2243
i6_c0,0.1794871794871795,0.174
i6_c1,0.17307692307692307,0.1642
i6_c2,0.22756410256410256,0.2073
i6_c3,0.16346153846153846,0.183
i6_c4,0.1762820512820513,0.1862
i6_c5,0.1987179487179487,0.1879
i6_c6,0.13782051282051283,0.1773
i6_c7,0.1794871794871795,0.1924
i6_c8,0.20833333333333334,0.1981
i6_c9,0.14102564102564102,0.1577
i6_c10,0.13782051282051283,0.1349
i6_c11,0.21794871794871795,0.1505
i6_c12,0.1858974358974359,0.1755
i6_c13,0.14743589743589744,0.1456
i6_c14,0.14423076923076922,0.1568
i6_c15,0.1282051282051282,0.1476
i6_c16,0.16346153846153846,0.1979
i6_c17,0.1955128205128205,0.19
i6_c18,0.19230769230769232,0.1828
i6_c19,0.21794871794871795,0.1728
i6_c20,0.20512820512820512,0.1993
i6_c21,0.1346153846153846,0.1933
i6_c22,0.14423076923076922,0.2077
i6_c23,0.21153846153846154,0.1806
i6_c24,0.20192307692307693,0.1781
i6_c25,0.19230769230769232,0.1678
i6_c26,0.1794871794871795,0.1909
i6_c27,0.1762820512820513,0.1898
i6_c28,0.1891025641025641,0.1894
i6_c29,0.14102564102564102,0.1483
i6_c30,0.1891025641025641,0.1706
i6_c31,0.15064102564102563,0.1514
i6_g,0.2473,0.2378
i7_c0,0.15705128205128205,0.1486
i7_c1,0.125,0.1486
i7_c2,0.21794871794871795,0.1735
i7_c3,0.21153846153846154,0.1973
i7_c4,0.18269230769230768,0.2012
i7_c5,0.16666666666666666,0.1872
i7_c6,0.20192307692307693,0.2125
i7_c7,0.1858974358974359,0.1927
i7_c8,0.14743589743589744,0.154
i7_c9,0.16025641025641027,0.1724
i7_c10,0.1987179487179487,0.1959
i7_c11,0.14743589743589744,0.169
i7_c12,0.21153846153846154,0.1853
i7_c13,0.15705128205128205,0.1612
i7_c14,0.17307692307692307,0.1859
i7_c15,0.16025641025641027,0.1613
i7_c16,0.17307692307692307,0.1729
i7_c17,0.1762820512820513,0.196
i7_c18,0.24358974358974358,0.1959
i7_c19,0.21474358974358973,0.1732
i7_c20,0.2692307692307692,0.2079
i7_c21,0.17307692307692307,0.1743
i7_c22,0.1794871794871795,0.1814
i7_c23,0.18269230769230768,0.1567
i7_c24,0.15064102564102563,0.1548
i7_c25,0.21474358974358973,0.181
i7_c26,0.14743589743589744,0.1628
i7_c27,0.14743589743589744,0.1631
i7_c28,0.18269230769230768,0.1572
i7_c29,0.1955128205128205,0.1605
i7_c30,0.1858974358974359,0.1994
i7_c31,0.1762820512820513,0.1999
i7_g,0.2281,0.224
i8_c0,0.1794871794871795,0.2027
i8_c1,0.19230769230769232,0.191
