,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.914,0.7825,0.4652,0.4547
i0_c1,0.9068,0.7814,0.4244,0.4262
i0_c2,0.8992,0.7778,0.4248,0.4205
i0_c3,0.9108,0.7889,0.4564,0.4412
i0_g,0.5719,0.5695,,
i1_c0,0.9204,0.7816,0.4256,0.4119
i1_c1,0.9188,0.7838,0.4728,0.4577
i1_c2,0.9052,0.7856,0.4796,0.4643
i1_c3,0.9076,0.7861,0.4724,0.4376
i1_g,0.5822,0.5717,,
i2_c0,0.9328,0.7918,0.4852,0.4549
i2_c1,0.9116,0.7802,0.4716,0.4448
i2_c2,0.9124,0.7871,0.4436,0.4228
i2_c3,0.91,0.7891,0.468,0.4331
i2_g,0.5747,0.5608,,
i3_c0,0.9192,0.7824,0.4568,0.4504
i3_c1,0.9172,0.7775,0.46,0.4399
i3_c2,0.9104,0.7858,0.4608,0.44
i3_c3,0.9028,0.7858,0.4668,0.4486
i3_g,0.5791,0.5659,,
i4_c0,0.9304,0.7918,0.4848,0.4481
i4_c1,0.912,0.7881,0.4532,0.441
i4_c2,0.9164,0.7935,0.4908,0.4847
i4_c3,0.9068,0.7935,0.4432,0.4197
i4_g,0.5984,0.5934,,
i5_c0,0.9248,0.7927,0.4848,0.4619
i5_c1,0.9168,0.796,0.4504,0.4262
i5_c2,0.9088,0.7867,0.4728,0.4506
i5_c3,0.906,0.7935,0.4552,0.4526
i5_g,0.5958,0.5918,,
i6_c0,0.9188,0.7866,0.4812,0.456
i6_c1,0.9144,0.7872,0.4704,0.4448
i6_c2,0.9224,0.7928,0.4832,0.46
i6_c3,0.9128,0.7941,0.4308,0.417
i6_g,0.576,0.5671,,
i7_c0,0.9296,0.7918,0.4752,0.463
i7_c1,0.9176,0.7795,0.4412,0.4372
i7_c2,0.9024,0.7884,0.5148,0.4935
i7_c3,0.914,0.7916,0.468,0.4485
i7_g,0.6104,0.596,,
i8_c0,0.9252,0.7952,0.4884,0.4542
i8_c1,0.9216,0.7898,0.4608,0.4517
i8_c2,0.9052,0.7867,0.4584,0.4476
i8_c3,0.9164,0.799,0.474,0.4513
i8_g,0.5951,0.5806,,
i9_c0,0.9192,0.7895,0.4928,0.473
i9_c1,0.9152,0.7829,0.4464,0.4373
i9_c2,0.9072,0.7866,0.4996,0.467
i9_c3,0.9164,0.7929,0.4384,0.4164
i9_g,0.5981,0.5981,,
