,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,1.0,0.4387,0.7275641025641025,0.3817
i0_c1,1.0,0.454,0.7371794871794872,0.403
i0_c2,1.0,0.4506,0.75,0.4034
i0_c3,1.0,0.4492,0.7019230769230769,0.3862
i0_c4,1.0,0.4179,0.8076923076923077,0.3776
i0_c5,1.0,0.4602,0.7339743589743589,0.4185
i0_c6,1.0,0.4642,0.6955128205128205,0.3959
i0_c7,1.0,0.4467,0.6858974358974359,0.3953
i0_c8,1.0,0.438,0.6762820512820513,0.3789
i0_c9,1.0,0.4547,0.7147435897435898,0.3939
i0_c10,1.0,0.4473,0.717948717948718,0.3916
i0_c11,1.0,0.4519,0.717948717948718,0.4014
i0_c12,1.0,0.4309,0.7564102564102564,0.4007
i0_c13,0.9967948717948718,0.4231,0.7532051282051282,0.3865
i0_c14,1.0,0.4601,0.75,0.4143
i0_c15,1.0,0.4467,0.6826923076923077,0.4063
i0_c16,0.9967948717948718,0.4427,0.6955128205128205,0.3935
i0_c17,1.0,0.4439,0.6826923076923077,0.3785
i0_c18,0.9967948717948718,0.4502,0.75,0.3977
i0_c19,1.0,0.4279,0.6666666666666666,0.3829
i0_c20,1.0,0.4396,0.7115384615384616,0.3903
i0_c21,1.0,0.4239,0.7660256410256411,0.3658
i0_c22,0.9935897435897436,0.4411,0.6794871794871795,0.3977
i0_c23,1.0,0.4646,0.7211538461538461,0.4153
i0_c24,1.0,0.4485,0.7467948717948718,0.3961
i0_c25,1.0,0.4281,0.6634615384615384,0.378
i0_c26,1.0,0.4231,0.7532051282051282,0.3911
i0_c27,0.9967948717948718,0.4455,0.7467948717948718,0.3986
i0_c28,0.9967948717948718,0.4369,0.7339743589743589,0.3936
i0_c29,1.0,0.4547,0.717948717948718,0.433
i0_c30,1.0,0.4776,0.717948717948718,0.4205
i0_c31,1.0,0.4316,0.7467948717948718,0.3953
i0_g,0.6384,0.6194,,
i1_c0,1.0,0.4933,0.7051282051282052,0.4433
i1_c1,1.0,0.4971,0.7692307692307693,0.4568
i1_c2,1.0,0.4909,0.6955128205128205,0.425
i1_c3,1.0,0.4913,0.782051282051282,0.4403
i1_c4,1.0,0.4738,0.7884615384615384,0.417
i1_c5,1.0,0.5059,0.7660256410256411,0.4563
i1_c6,1.0,0.5083,0.6794871794871795,0.4589
i1_c7,1.0,0.4916,0.7435897435897436,0.4307
i1_c8,1.0,0.4836,0.7275641025641025,0.4345
i1_c9,1.0,0.4972,0.7275641025641025,0.4557
i1_c10,1.0,0.4977,0.7243589743589743,0.4465
i1_c11,1.0,0.4956,0.6794871794871795,0.4359
i1_c12,1.0,0.4835,0.7596153846153846,0.4375
i1_c13,1.0,0.481,0.782051282051282,0.4492
i1_c14,1.0,0.5088,0.7467948717948718,0.4525
i1_c15,1.0,0.497,0.6891025641025641,0.4258
i1_c16,1.0,0.4875,0.6762820512820513,0.4441
i1_c17,1.0,0.4868,0.75,0.4453
i1_c18,1.0,0.4851,0.7564102564102564,0.4334
i1_c19,1.0,0.4739,0.7692307692307693,0.4372
i1_c20,1.0,0.4908,0.7564102564102564,0.4308
i1_c21,1.0,0.4751,0.7403846153846154,0.4106
i1_c22,1.0,0.4898,0.7051282051282052,0.4256
