,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8786,0.8082,0.736,0.6935
i0_c1,0.8716,0.8016,0.7122,0.6847
i0_g,0.7724,0.7431,,
i1_c0,0.8782,0.8124,0.7338,0.6916
i1_c1,0.8802,0.8126,0.7242,0.6939
i1_g,0.7727,0.7452,,
i2_c0,0.8772,0.8042,0.7428,0.7112
i2_c1,0.8674,0.8134,0.7376,0.7087
i2_g,0.7964,0.7668,,
i3_c0,0.8814,0.8034,0.7404,0.6968
i3_c1,0.8764,0.819,0.7264,0.6935
i3_g,0.7792,0.75,,
i4_c0,0.8808,0.8157,0.7498,0.7102
i4_c1,0.8794,0.8179,0.736,0.7077
i4_g,0.7925,0.7702,,
i5_c0,0.8872,0.8119,0.7452,0.6971
i5_c1,0.8782,0.8204,0.7236,0.6943
i5_g,0.7781,0.7551,,
i6_c0,0.8926,0.8157,0.7448,0.6981
i6_c1,0.88,0.8144,0.7276,0.6936
i6_g,0.7813,0.7595,,
i7_c0,0.8812,0.814,0.7232,0.6953
i7_c1,0.873,0.8129,0.7018,0.6772
i7_g,0.7797,0.7517,,
i8_c0,0.882,0.8119,0.7304,0.6938
i8_c1,0.8802,0.8134,0.7298,0.6961
i8_g,0.7825,0.7565,,
i9_c0,0.8838,0.8183,0.7398,0.7086
i9_c1,0.8746,0.8074,0.726,0.6855
i9_g,0.7844,0.7574,,
