,train_acc,test_acc
i0_c0,0.8712,0.7908
i0_c1,0.8634,0.7873
i0_g,0.858,0.8154
i1_c0,0.8896,0.8147
i1_c1,0.8844,0.8131
i1_g,0.876,0.8396
i2_c0,0.8944,0.8174
i2_c1,0.8874,0.8209
i2_g,0.8825,0.8425
i3_c0,0.9018,0.8279
i3_c1,0.8976,0.8264
i3_g,0.8835,0.8456
i4_c0,0.9044,0.8257
i4_c1,0.8974,0.825
i4_g,0.8861,0.8457
i5_c0,0.9046,0.8312
i5_c1,0.9028,0.8309
i5_g,0.8868,0.8503
i6_c0,0.912,0.8294
i6_c1,0.9056,0.8332
i6_g,0.8899,0.8509
i7_c0,0.9124,0.834
i7_c1,0.9084,0.8297
i7_g,0.8898,0.8507
i8_c0,0.9192,0.8326
i8_c1,0.9088,0.8361
i8_g,0.8919,0.8489
i9_c0,0.9122,0.8311
i9_c1,0.9126,0.8364
i9_g,0.8932,0.8504
