,train_acc,test_acc
i0_c0,0.6318,0.564
i0_c1,0.6372,0.5566
i0_g,0.6246,0.5778
i1_c0,0.6832,0.611
i1_c1,0.6934,0.6109
i1_g,0.6788,0.6361
i2_c0,0.7202,0.648
i2_c1,0.7288,0.6465
i2_g,0.7136,0.6702
i3_c0,0.748,0.6732
i3_c1,0.7494,0.6749
i3_g,0.7407,0.6989
i4_c0,0.766,0.698
i4_c1,0.7724,0.6995
i4_g,0.7601,0.7176
i5_c0,0.7824,0.7171
i5_c1,0.788,0.7183
i5_g,0.7745,0.7336
i6_c0,0.7948,0.7264
i6_c1,0.796,0.7331
i6_g,0.7867,0.7454
i7_c0,0.8036,0.7391
i7_c1,0.8076,0.744
i7_g,0.7983,0.7572
i8_c0,0.8174,0.7487
i8_c1,0.817,0.7518
i8_g,0.8075,0.7641
i9_c0,0.824,0.7558
i9_c1,0.8238,0.759
i9_g,0.8142,0.7735
