,train_acc,test_acc
i0_c0,0.7632,0.6914
i0_c1,0.7626,0.6853
i0_g,0.7481,0.7063
i1_c0,0.822,0.7455
i1_c1,0.8138,0.7475
i1_g,0.8082,0.7667
i2_c0,0.8486,0.7761
i2_c1,0.8408,0.7704
i2_g,0.8317,0.7925
i3_c0,0.8614,0.7878
i3_c1,0.8594,0.7888
i3_g,0.8499,0.8086
i4_c0,0.8732,0.8056
i4_c1,0.8666,0.7952
i4_g,0.8572,0.8183
i5_c0,0.8828,0.8066
i5_c1,0.8748,0.8048
i5_g,0.8653,0.824
i6_c0,0.886,0.817
i6_c1,0.8754,0.815
i6_g,0.8708,0.8289
i7_c0,0.8864,0.8162
i7_c1,0.8816,0.8193
i7_g,0.8732,0.8332
i8_c0,0.8914,0.8219
i8_c1,0.8852,0.8206
i8_g,0.8765,0.8353
i9_c0,0.8932,0.8241
i9_c1,0.8886,0.8258
i9_g,0.8802,0.8393
