,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,1.0,0.4384,0.12179487179487179,0.1528
i0_c1,1.0,0.4537,0.11858974358974358,0.1497
i0_c2,1.0,0.4499,0.12179487179487179,0.1429
i0_c3,1.0,0.4519,0.14743589743589744,0.1495
i0_c4,1.0,0.4193,0.1346153846153846,0.1312
i0_c5,1.0,0.4632,0.15384615384615385,0.1396
i0_c6,1.0,0.465,0.15064102564102563,0.157
i0_c7,1.0,0.4455,0.11858974358974358,0.1139
i0_c8,1.0,0.4376,0.09615384615384616,0.1224
i0_c9,1.0,0.4529,0.13782051282051283,0.1262
i0_c10,1.0,0.4482,0.1794871794871795,0.1683
i0_c11,1.0,0.4519,0.13782051282051283,0.1377
i0_c12,1.0,0.4323,0.14423076923076922,0.1476
i0_c13,1.0,0.4239,0.15384615384615385,0.1854
i0_c14,1.0,0.4612,0.09935897435897435,0.1307
i0_c15,1.0,0.4482,0.1282051282051282,0.1295
i0_c16,1.0,0.4409,0.19230769230769232,0.1611
i0_c17,1.0,0.4449,0.15064102564102563,0.1437
i0_c18,0.9967948717948718,0.4493,0.1794871794871795,0.1286
i0_c19,0.9967948717948718,0.4284,0.10576923076923077,0.0986
i0_c20,1.0,0.4374,0.15384615384615385,0.1403
i0_c21,1.0,0.4231,0.13782051282051283,0.1363
i0_c22,0.9903846153846154,0.4404,0.16346153846153846,0.1509
i0_c23,1.0,0.4635,0.11538461538461539,0.1432
i0_c24,0.9967948717948718,0.4495,0.11217948717948718,0.1061
i0_c25,1.0,0.4267,0.1858974358974359,0.162
i0_c26,1.0,0.423,0.15384615384615385,0.1227
i0_c27,1.0,0.4449,0.14102564102564102,0.1407
i0_c28,0.9935897435897436,0.4347,0.11217948717948718,0.1336
i0_c29,1.0,0.4534,0.1762820512820513,0.1555
i0_c30,0.9967948717948718,0.4809,0.15705128205128205,0.1574
i0_c31,1.0,0.4322,0.12179487179487179,0.1163
i0_g,0.1382,0.1392,,
i1_c0,0.14743589743589744,0.1583,0.14743589743589744,0.1312
i1_c1,0.1858974358974359,0.1555,0.16025641025641027,0.1393
i1_c2,0.16987179487179488,0.1537,0.14423076923076922,0.1564
i1_c3,0.16666666666666666,0.1526,0.1282051282051282,0.1191
i1_c4,0.15705128205128205,0.1569,0.11858974358974358,0.135
i1_c5,0.15705128205128205,0.1546,0.16987179487179488,0.15
i1_c6,0.14743589743589744,0.1538,0.11858974358974358,0.1349
i1_c7,0.1794871794871795,0.1496,0.1282051282051282,0.1627
i1_c8,0.15705128205128205,0.1557,0.09294871794871795,0.1072
i1_c9,0.14743589743589744,0.1539,0.125,0.1164
i1_c10,0.1794871794871795,0.156,0.16987179487179488,0.1462
i1_c11,0.1794871794871795,0.153,0.10576923076923077,0.1431
i1_c12,0.11858974358974358,0.1535,0.16666666666666666,0.1329
i1_c13,0.14423076923076922,0.151,0.16987179487179488,0.1757
i1_c14,0.16025641025641027,0.1532,0.20192307692307693,0.1777
i1_c15,0.1762820512820513,0.1538,0.1858974358974359,0.1538
i1_c16,0.16025641025641027,0.153,0.18269230769230768,0.1558
i1_c17,0.18269230769230768,0.1534,0.18269230769230768,0.1521
i1_c18,0.18269230769230768,0.1534,0.11858974358974358,0.1516
i1_c19,0.22756410256410256,0.1528,0.13782051282051283,0.1278
i1_c20,0.16025641025641027,0.1551,0.13782051282051283,0.1416
i1_c21,0.21474358974358973,0.154,0.18269230769230768,0.1603
i1_c22,0.15705128205128205,0.1519,0.13141025641025642,0.1503
i1_c23,0.14743589743589744,0.1541,0.11858974358974358,0.1321
i1_c24,0.14423076923076922,0.1534,0.09294871794871795,0.136
i1_c25,0.15705128205128205,0.1551,0.15384615384615385,0.1423
i1_c26,0.19230769230769232,0.1546,0.10897435897435898,0.1292
i1_c27,0.20192307692307693,0.1511,0.1794871794871795,0.161
i1_c28,0.16025641025641027,0.1559,0.10897435897435898,0.1357
i1_c29,0.1794871794871795,0.1515,0.1346153846153846,0.1546
i1_c30,0.1794871794871795,0.1564,0.125,0.1259
i1_c31,0.14743589743589744,0.1559,0.15064102564102563,0.1304
i1_g,0.1359,0.1371,,
i2_c0,0.18269230769230768,0.1502,0.14743589743589744,0.1329
i2_c1,0.16987179487179488,0.1507,0.16346153846153846,0.1525
i2_c2,0.14743589743589744,0.1467,0.16346153846153846,0.1616
i2_c3,0.16666666666666666,0.1453,0.11858974358974358,0.1489
i2_c4,0.16666666666666666,0.1499,0.16346153846153846,0.1512
i2_c5,0.15064102564102563,0.15,0.10897435897435898,0.143
i2_c6,0.15705128205128205,0.1516,0.14743589743589744,0.1436
i2_c7,0.14423076923076922,0.1484,0.1794871794871795,0.1333
i2_c8,0.14423076923076922,0.1473,0.14102564102564102,0.1216
i2_c9,0.16666666666666666,0.1488,0.15064102564102563,0.1352
i2_c10,0.17307692307692307,0.1488,0.22435897435897437,0.164
i2_c11,0.14743589743589744,0.1499,0.16987179487179488,0.1623
i2_c12,0.16025641025641027,0.1502,0.14102564102564102,0.1518
i2_c13,0.1762820512820513,0.1481,0.1762820512820513,0.1609
i2_c14,0.15064102564102563,0.1476,0.17307692307692307,0.1374
i2_c15,0.11217948717948718,0.146,0.10256410256410256,0.1425
i2_c16,0.16666666666666666,0.1476,0.1794871794871795,0.1392
i2_c17,0.14423076923076922,0.1504,0.1346153846153846,0.1326
i2_c18,0.1346153846153846,0.1493,0.1346153846153846,0.1271
i2_c19,0.1762820512820513,0.149,0.15064102564102563,0.1677
i2_c20,0.15705128205128205,0.1501,0.15064102564102563,0.1485
i2_c21,0.18269230769230768,0.1464,0.14102564102564102,0.1475
i2_c22,0.15384615384615385,0.1489,0.15705128205128205,0.1611
i2_c23,0.14423076923076922,0.1529,0.12179487179487179,0.131
i2_c24,0.14423076923076922,0.1502,0.16346153846153846,0.1406
i2_c25,0.14423076923076922,0.15,0.16025641025641027,0.169
i2_c26,0.13782051282051283,0.1487,0.14423076923076922,0.1451
i2_c27,0.16025641025641027,0.1487,0.1794871794871795,0.1599
i2_c28,0.17307692307692307,0.1507,0.11858974358974358,0.1231
i2_c29,0.1282051282051282,0.1457,0.1282051282051282,0.1401
i2_c30,0.16346153846153846,0.1481,0.14743589743589744,0.1579
i2_c31,0.14423076923076922,0.1477,0.13141025641025642,0.1354
i2_g,0.1553,0.1597,,
i3_c0,0.1987179487179487,0.17,0.1762820512820513,0.1612
i3_c1,0.16025641025641027,0.1704,0.14743589743589744,0.1515
i3_c2,0.1762820512820513,0.1678,0.16987179487179488,0.1758
i3_c3,0.15064102564102563,0.1673,0.14743589743589744,0.1504
i3_c4,0.1794871794871795,0.1692,0.16025641025641027,0.143
i3_c5,0.16025641025641027,0.1675,0.14423076923076922,0.1445
i3_c6,0.16025641025641027,0.1708,0.1794871794871795,0.1618
i3_c7,0.17307692307692307,0.1694,0.14423076923076922,0.1672
i3_c8,0.16666666666666666,0.1688,0.16666666666666666,0.1637
i3_c9,0.15705128205128205,0.1678,0.17307692307692307,0.1649
i3_c10,0.1891025641025641,0.1694,0.14423076923076922,0.1245
i3_c11,0.1762820512820513,0.1689,0.16346153846153846,0.1573
i3_c12,0.15384615384615385,0.1695,0.16346153846153846,0.1482
i3_c13,0.22115384615384615,0.1687,0.1762820512820513,0.1507
i3_c14,0.1794871794871795,0.1679,0.13782051282051283,0.1706
i3_c15,0.16987179487179488,0.1679,0.16987179487179488,0.1473
i3_c16,0.15705128205128205,0.1691,0.1794871794871795,0.1526
i3_c17,0.14423076923076922,0.1684,0.16346153846153846,0.148
i3_c18,0.16346153846153846,0.1712,0.22756410256410256,0.1886
i3_c19,0.1858974358974359,0.1708,0.1762820512820513,0.1728
i3_c20,0.1955128205128205,0.1723,0.1282051282051282,0.1394
i3_c21,0.19230769230769232,0.1681,0.14423076923076922,0.1681
i3_c22,0.14743589743589744,0.1695,0.1282051282051282,0.1448
i3_c23,0.17307692307692307,0.1692,0.14423076923076922,0.1636
i3_c24,0.1794871794871795,0.1714,0.14102564102564102,0.1604
i3_c25,0.1987179487179487,0.17,0.1794871794871795,0.1336
i3_c26,0.20833333333333334,0.1679,0.11858974358974358,0.1309
i3_c27,0.16987179487179488,0.1712,0.12179487179487179,0.1313
i3_c28,0.21153846153846154,0.1695,0.10897435897435898,0.1304
i3_c29,0.16346153846153846,0.169,0.13782051282051283,0.1558
i3_c30,0.18269230769230768,0.1684,0.1955128205128205,0.1547
i3_c31,0.15064102564102563,0.1696,0.13782051282051283,0.1206
i3_g,0.1735,0.1752,,
i4_c0,0.1858974358974359,0.1816,0.125,0.1488
i4_c1,0.18269230769230768,0.1823,0.17307692307692307,0.1653
i4_c2,0.1955128205128205,0.1817,0.09935897435897435,0.1234
i4_c3,0.21153846153846154,0.1821,0.19230769230769232,0.1698
i4_c4,0.1987179487179487,0.1851,0.1346153846153846,0.1624
i4_c5,0.16987179487179488,0.1809,0.16346153846153846,0.1591
i4_c6,0.20512820512820512,0.1825,0.22115384615384615,0.1886
i4_c7,0.22115384615384615,0.1831,0.1987179487179487,0.1883
i4_c8,0.1762820512820513,0.1798,0.15705128205128205,0.1632
i4_c9,0.15064102564102563,0.1814,0.125,0.1223
i4_c10,0.20192307692307693,0.1814,0.14743589743589744,0.1486
i4_c11,0.1987179487179487,0.1822,0.14102564102564102,0.1497
i4_c12,0.1987179487179487,0.1827,0.08974358974358974,0.1129
i4_c13,0.24358974358974358,0.1822,0.21474358974358973,0.165
i4_c14,0.20192307692307693,0.1803,0.2403846153846154,0.2062
i4_c15,0.1955128205128205,0.1794,0.1282051282051282,0.1577
i4_c16,0.1858974358974359,0.1814,0.15064102564102563,0.1558
i4_c17,0.20833333333333334,0.1821,0.16346153846153846,0.1635
i4_c18,0.1987179487179487,0.1831,0.15705128205128205,0.1397
i4_c19,0.17307692307692307,0.1834,0.20192307692307693,0.1698
i4_c20,0.22435897435897437,0.1841,0.16987179487179488,0.1543
i4_c21,0.21153846153846154,0.1807,0.10576923076923077,0.1413
i4_c22,0.1762820512820513,0.1825,0.13782051282051283,0.1425
i4_c23,0.1794871794871795,0.1833,0.16025641025641027,0.1548
i4_c24,0.1762820512820513,0.1828,0.1858974358974359,0.1867
i4_c25,0.16666666666666666,0.1817,0.17307692307692307,0.1748
i4_c26,0.22115384615384615,0.1818,0.1282051282051282,0.1501
i4_c27,0.18269230769230768,0.1836,0.1762820512820513,0.1491
i4_c28,0.20192307692307693,0.185,0.16666666666666666,0.1537
i4_c29,0.16666666666666666,0.1811,0.13141025641025642,0.1346
i4_c30,0.1762820512820513,0.1802,0.13782051282051283,0.1434
i4_c31,0.16025641025641027,0.184,0.14743589743589744,0.1569
i4_g,0.1778,0.1752,,
i5_c0,0.1955128205128205,0.1811,0.16346153846153846,0.1454
i5_c1,0.21474358974358973,0.1805,0.14423076923076922,0.1326
i5_c2,0.1762820512820513,0.1822,0.15705128205128205,0.1498
i5_c3,0.20833333333333334,0.1812,0.14102564102564102,0.1385
i5_c4,0.1955128205128205,0.182,0.15705128205128205,0.1716
i5_c5,0.1891025641025641,0.181,0.14423076923076922,0.1525
i5_c6,0.21153846153846154,0.1836,0.13141025641025642,0.13
i5_c7,0.1987179487179487,0.181,0.1955128205128205,0.1998
i5_c8,0.17307692307692307,0.1826,0.1346153846153846,0.1378
i5_c9,0.18269230769230768,0.1811,0.15705128205128205,0.1687
i5_c10,0.18269230769230768,0.1811,0.12179487179487179,0.1411
i5_c11,0.1891025641025641,0.1831,0.12179487179487179,0.1443
i5_c12,0.1858974358974359,0.1831,0.13141025641025642,0.161
i5_c13,0.25,0.1801,0.1762820512820513,0.166
i5_c14,0.20512820512820512,0.1815,0.20833333333333334,0.1775
i5_c15,0.20833333333333334,0.1802,0.1762820512820513,0.1808
i5_c16,0.1858974358974359,0.1824,0.1794871794871795,0.1752
i5_c17,0.1955128205128205,0.182,0.13782051282051283,0.14
i5_c18,0.16987179487179488,0.1835,0.13141025641025642,0.138
i5_c19,0.20512820512820512,0.1819,0.14743589743589744,0.1626
i5_c20,0.23397435897435898,0.1828,0.125,0.1476
i5_c21,0.23397435897435898,0.1804,0.18269230769230768,0.1727
i5_c22,0.20192307692307693,0.1829,0.10897435897435898,0.1251
i5_c23,0.21153846153846154,0.1827,0.1858974358974359,0.1728
i5_c24,0.17307692307692307,0.1819,0.1762820512820513,0.1596
i5_c25,0.16346153846153846,0.1806,0.1794871794871795,0.1668
i5_c26,0.1762820512820513,0.1816,0.15384615384615385,0.1286
i5_c27,0.1762820512820513,0.1816,0.17307692307692307,0.1594
i5_c28,0.1955128205128205,0.1816,0.14423076923076922,0.1531
i5_c29,0.1891025641025641,0.1832,0.13141025641025642,0.132
i5_c30,0.14102564102564102,0.182,0.1762820512820513,0.172
i5_c31,0.17307692307692307,0.182,0.16025641025641027,0.1632
i5_g,0.1969,0.1915,,
i6_c0,0.23717948717948717,0.1994,0.16346153846153846,0.1496
i6_c1,0.23397435897435898,0.1976,0.16346153846153846,0.1726
i6_c2,0.20833333333333334,0.1972,0.13782051282051283,0.1663
i6_c3,0.21153846153846154,0.1973,0.19230769230769232,0.1693
i6_c4,0.23397435897435898,0.1967,0.16987179487179488,0.1526
i6_c5,0.22435897435897437,0.2002,0.20833333333333334,0.1793
i6_c6,0.23717948717948717,0.1997,0.1762820512820513,0.1295
i6_c7,0.24358974358974358,0.1992,0.15705128205128205,0.1318
i6_c8,0.23076923076923078,0.198,0.21153846153846154,0.1711
i6_c9,0.22115384615384615,0.1963,0.16025641025641027,0.155
i6_c10,0.20192307692307693,0.1991,0.16987179487179488,0.1496
i6_c11,0.20512820512820512,0.199,0.1955128205128205,0.1656
i6_c12,0.23076923076923078,0.1988,0.14423076923076922,0.1551
i6_c13,0.23717948717948717,0.1986,0.15064102564102563,0.1497
i6_c14,0.23397435897435898,0.1981,0.1891025641025641,0.1921
i6_c15,0.22115384615384615,0.196,0.21153846153846154,0.1758
i6_c16,0.1891025641025641,0.1977,0.125,0.1363
i6_c17,0.2564102564102564,0.1981,0.1987179487179487,0.1674
i6_c18,0.16025641025641027,0.199,0.09935897435897435,0.136
i6_c19,0.22115384615384615,0.1989,0.1282051282051282,0.1456
i6_c20,0.2467948717948718,0.2015,0.15064102564102563,0.1459
i6_c21,0.1987179487179487,0.1987,0.14743589743589744,0.1706
i6_c22,0.1987179487179487,0.1982,0.13141025641025642,0.1392
i6_c23,0.21153846153846154,0.1993,0.14102564102564102,0.1731
i6_c24,0.16666666666666666,0.1992,0.15384615384615385,0.147
i6_c25,0.18269230769230768,0.1993,0.16025641025641027,0.152
i6_c26,0.21153846153846154,0.198,0.2564102564102564,0.2266
i6_c27,0.1891025641025641,0.1969,0.1282051282051282,0.1373
i6_c28,0.20512820512820512,0.1987,0.16025641025641027,0.1679
i6_c29,0.22756410256410256,0.1994,0.13141025641025642,0.1584
i6_c30,0.1955128205128205,0.1982,0.14423076923076922,0.1632
i6_c31,0.1794871794871795,0.1984,0.15064102564102563,0.1401
i6_g,0.192,0.1916,,
i7_c0,0.22756410256410256,0.1967,0.16025641025641027,0.1615
i7_c1,0.20192307692307693,0.1965,0.1762820512820513,0.1676
i7_c2,0.1987179487179487,0.1956,0.15384615384615385,0.1446
i7_c3,0.1762820512820513,0.1978,0.16666666666666666,0.1483
i7_c4,0.21153846153846154,0.1972,0.14102564102564102,0.1592
i7_c5,0.21794871794871795,0.1974,0.125,0.1556
