,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.7746,0.7224,0.1386,0.1341
i0_c1,0.7804,0.7237,0.1382,0.1347
i0_g,0.1492,0.1512,,
i1_c0,0.1998,0.1982,0.1546,0.1531
i1_c1,0.1898,0.2012,0.1864,0.184
i1_g,0.1762,0.1775,,
i2_c0,0.2122,0.2162,0.1788,0.1826
i2_c1,0.2182,0.2187,0.1938,0.1873
i2_g,0.1941,0.1945,,
i3_c0,0.216,0.2229,0.202,0.2098
i3_c1,0.2302,0.222,0.1912,0.1814
i3_g,0.2035,0.2061,,
i4_c0,0.2228,0.2236,0.2128,0.2105
i4_c1,0.2278,0.2245,0.2256,0.2135
i4_g,0.2267,0.227,,
i5_c0,0.243,0.238,0.2154,0.2143
i5_c1,0.2474,0.2401,0.2298,0.2246
i5_g,0.2279,0.2282,,
i6_c0,0.2434,0.2425,0.2234,0.2288
i6_c1,0.2534,0.2428,0.2268,0.2214
i6_g,0.2329,0.2377,,
i7_c0,0.2536,0.2505,0.2448,0.2475
i7_c1,0.2526,0.2511,0.247,0.2355
i7_g,0.2476,0.2448,,
i8_c0,0.2612,0.258,0.2492,0.2454
i8_c1,0.2632,0.2578,0.2438,0.2401
i8_g,0.2524,0.2511,,
i9_c0,0.2602,0.2618,0.2686,0.2606
i9_c1,0.268,0.2614,0.244,0.2402
i9_g,0.2637,0.2591,,
