,train_acc,test_acc
i0_c0,0.6832,0.5508
i0_c1,0.6632,0.5457
i0_c2,0.6868,0.5463
i0_c3,0.6704,0.5615
i0_g,0.6354,0.5946
i1_c0,0.7308,0.6077
i1_c1,0.7172,0.5966
i1_c2,0.7388,0.5942
i1_c3,0.7196,0.616
i1_g,0.6936,0.6488
i2_c0,0.7736,0.6424
i2_c1,0.75,0.6357
i2_c2,0.764,0.6337
i2_c3,0.7504,0.6516
i2_g,0.7249,0.6851
i3_c0,0.792,0.666
i3_c1,0.7704,0.6542
i3_c2,0.784,0.6616
i3_c3,0.7708,0.6781
i3_g,0.7492,0.7064
i4_c0,0.8088,0.686
i4_c1,0.7956,0.6814
i4_c2,0.798,0.676
i4_c3,0.7836,0.697
i4_g,0.769,0.7251
i5_c0,0.8224,0.6995
i5_c1,0.8008,0.694
i5_c2,0.8132,0.6979
i5_c3,0.798,0.7066
i5_g,0.7798,0.7401
i6_c0,0.8308,0.7154
i6_c1,0.8148,0.7064
i6_c2,0.8312,0.7127
i6_c3,0.812,0.7224
i6_g,0.7924,0.7537
i7_c0,0.8428,0.7256
i7_c1,0.8276,0.7167
i7_c2,0.832,0.7172
i7_c3,0.8228,0.7329
i7_g,0.8005,0.7611
i8_c0,0.8476,0.737
i8_c1,0.8408,0.7262
i8_c2,0.8372,0.7289
i8_c3,0.8284,0.7388
i8_g,0.8094,0.7692
i9_c0,0.8584,0.7473
i9_c1,0.842,0.7346
i9_c2,0.846,0.7359
i9_c3,0.8356,0.7515
i9_g,0.8177,0.7775
