,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.871,0.8014,0.8592,0.797
i0_c1,0.8666,0.8096,0.8522,0.7999
i0_g,0.864,0.8298,,
i1_c0,0.8916,0.8165,0.8844,0.8112
i1_c1,0.8756,0.8111,0.8708,0.8043
i1_g,0.8714,0.8332,,
i2_c0,0.8992,0.8212,0.891,0.8173
i2_c1,0.8872,0.8204,0.878,0.8143
i2_g,0.8813,0.8401,,
i3_c0,0.9056,0.8262,0.8964,0.8207
i3_c1,0.8984,0.8349,0.8966,0.8318
i3_g,0.8872,0.8475,,
i4_c0,0.9032,0.8281,0.897,0.8255
i4_c1,0.9018,0.8365,0.8908,0.8348
i4_g,0.8876,0.852,,
i5_c0,0.911,0.8318,0.9064,0.8292
i5_c1,0.8992,0.8393,0.8934,0.8358
i5_g,0.8898,0.8535,,
i6_c0,0.912,0.8307,0.9112,0.831
i6_c1,0.9014,0.8359,0.8982,0.8292
i6_g,0.8915,0.8491,,
i7_c0,0.9116,0.8369,0.9084,0.8348
i7_c1,0.9078,0.836,0.9026,0.8316
i7_g,0.8932,0.852,,
i8_c0,0.9114,0.8341,0.9026,0.8321
i8_c1,0.9032,0.836,0.8954,0.834
i8_g,0.8859,0.8488,,
i9_c0,0.9082,0.8335,0.9028,0.8298
i9_c1,0.9064,0.8369,0.8984,0.8306
i9_g,0.8882,0.8513,,
