,train_acc,test_acc
i0_c0,0.8752,0.7364
i0_c1,0.862,0.7232
i0_c2,0.8632,0.7265
i0_c3,0.8568,0.737
i0_g,0.8179,0.779
i1_c0,0.9012,0.7691
i1_c1,0.8916,0.7582
i1_c2,0.8852,0.757
i1_c3,0.8852,0.7657
i1_g,0.8485,0.8105
i2_c0,0.9168,0.7841
i2_c1,0.9024,0.7713
i2_c2,0.8968,0.7696
i2_c3,0.9,0.7795
i2_g,0.8578,0.8258
i3_c0,0.922,0.784
i3_c1,0.916,0.7831
i3_c2,0.9016,0.7834
i3_c3,0.9084,0.7917
i3_g,0.8663,0.83
i4_c0,0.9232,0.792
i4_c1,0.9116,0.7841
i4_c2,0.9092,0.7872
i4_c3,0.9112,0.7903
i4_g,0.8682,0.8348
i5_c0,0.9288,0.7999
i5_c1,0.9204,0.7889
i5_c2,0.9148,0.8015
i5_c3,0.9156,0.7953
i5_g,0.8712,0.838
i6_c0,0.938,0.8025
i6_c1,0.9232,0.79
i6_c2,0.9212,0.7966
i6_c3,0.9224,0.8016
i6_g,0.8804,0.8394
i7_c0,0.9376,0.8037
i7_c1,0.9232,0.7979
i7_c2,0.9244,0.7975
i7_c3,0.9248,0.8018
i7_g,0.8785,0.8407
i8_c0,0.9396,0.7975
i8_c1,0.932,0.7993
i8_c2,0.922,0.7972
i8_c3,0.924,0.809
i8_g,0.879,0.8415
i9_c0,0.9404,0.8077
i9_c1,0.926,0.7958
i9_c2,0.9288,0.8065
i9_c3,0.9284,0.8053
i9_g,0.8835,0.8472
