,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9368,0.7011,0.4368,0.4114
i0_c1,0.924,0.694,0.3848,0.3476
i0_c2,0.9272,0.7037,0.3784,0.3543
i0_c3,0.9328,0.6893,0.424,0.372
i0_c4,0.9272,0.7012,0.3576,0.3736
i0_c5,0.9248,0.7032,0.3856,0.3447
i0_c6,0.9288,0.6906,0.4032,0.351
i0_c7,0.9288,0.727,0.3752,0.3685
i0_g,0.5704,0.5553,,
i1_c0,0.9648,0.7251,0.4384,0.4168
i1_c1,0.9536,0.7234,0.4664,0.4197
i1_c2,0.9592,0.7142,0.416,0.3863
i1_c3,0.9496,0.7055,0.4848,0.4424
i1_c4,0.9448,0.7234,0.4648,0.4219
i1_c5,0.944,0.7226,0.476,0.417
i1_c6,0.9496,0.7173,0.4888,0.4314
i1_c7,0.9432,0.7479,0.4832,0.431
i1_g,0.6365,0.6237,,
i2_c0,0.9768,0.7375,0.4936,0.4562
i2_c1,0.9688,0.7351,0.52,0.4678
i2_c2,0.968,0.7253,0.4576,0.409
i2_c3,0.9664,0.7209,0.5168,0.4697
i2_c4,0.948,0.7336,0.4288,0.4183
i2_c5,0.9512,0.7365,0.4984,0.4562
i2_c6,0.9608,0.7307,0.4808,0.4585
i2_c7,0.9592,0.7569,0.4696,0.4521
i2_g,0.6741,0.6641,,
i3_c0,0.976,0.7436,0.5416,0.4847
i3_c1,0.9672,0.7354,0.4632,0.4401
i3_c2,0.9664,0.734,0.424,0.4161
i3_c3,0.98,0.7318,0.4976,0.4808
i3_c4,0.9544,0.7389,0.504,0.4595
i3_c5,0.9632,0.7471,0.5,0.458
i3_c6,0.9632,0.7337,0.508,0.4625
i3_c7,0.9664,0.7636,0.4928,0.4728
i3_g,0.6862,0.6736,,
i4_c0,0.9832,0.753,0.5072,0.4644
i4_c1,0.9752,0.7419,0.5152,0.4668
i4_c2,0.9792,0.7359,0.5496,0.4832
i4_c3,0.9816,0.7383,0.4864,0.4683
i4_c4,0.9568,0.7402,0.5088,0.4965
i4_c5,0.9688,0.75,0.5168,0.4589
i4_c6,0.9688,0.7447,0.5336,0.4761
i4_c7,0.9688,0.7671,0.5,0.4767
i4_g,0.6973,0.6742,,
i5_c0,0.9856,0.7534,0.5296,0.4865
i5_c1,0.9736,0.7494,0.5528,0.4901
i5_c2,0.972,0.7461,0.532,0.4977
i5_c3,0.9864,0.7433,0.5288,0.4941
i5_c4,0.96,0.7475,0.5456,0.4914
i5_c5,0.9672,0.7504,0.5472,0.5067
i5_c6,0.9696,0.7452,0.5464,0.4958
i5_c7,0.9656,0.7747,0.5312,0.4808
i5_g,0.7069,0.6951,,
i6_c0,0.9856,0.7591,0.5728,0.5127
i6_c1,0.9768,0.7552,0.5528,0.5002
i6_c2,0.9768,0.7432,0.5448,0.492
i6_c3,0.9848,0.7475,0.5376,0.4883
i6_c4,0.9592,0.7498,0.5288,0.4851
i6_c5,0.9648,0.7582,0.5624,0.4826
i6_c6,0.972,0.7495,0.5144,0.4945
i6_c7,0.9736,0.7726,0.5424,0.5021
i6_g,0.7093,0.6786,,
i7_c0,0.9864,0.7664,0.5368,0.4927
i7_c1,0.9784,0.7544,0.512,0.4839
i7_c2,0.9848,0.749,0.5528,0.4914
i7_c3,0.984,0.7525,0.532,0.4957
i7_c4,0.964,0.7482,0.5152,0.4696
i7_c5,0.9672,0.7629,0.5576,0.4891
i7_c6,0.9776,0.752,0.5232,0.5193
i7_c7,0.976,0.7816,0.5248,0.4985
i7_g,0.7153,0.6967,,
i8_c0,0.9896,0.7606,0.5632,0.4952
i8_c1,0.98,0.7527,0.528,0.4995
i8_c2,0.9848,0.7501,0.5512,0.4985
i8_c3,0.9856,0.7517,0.5848,0.5193
i8_c4,0.9704,0.7585,0.5552,0.5093
i8_c5,0.972,0.7653,0.564,0.5304
i8_c6,0.9776,0.7503,0.5496,0.5152
i8_c7,0.9768,0.7839,0.5568,0.5043
i8_g,0.7205,0.7093,,
i9_c0,0.9904,0.7638,0.5344,0.4818
i9_c1,0.9832,0.754,0.5904,0.5275
i9_c2,0.9792,0.7525,0.5616,0.5129
i9_c3,0.9856,0.7539,0.5568,0.5107
i9_c4,0.9648,0.7509,0.5616,0.5149
i9_c5,0.9752,0.7658,0.5496,0.4896
i9_c6,0.9744,0.7515,0.5648,0.5158
i9_c7,0.984,0.7826,0.5024,0.4819
i9_g,0.7272,0.7037,,
